name,address,domain,website,phone_number,whatsapp_link,category,location,reviews_count,reviews_average,latitude,longitude,status
ÚNIKO IMÓVEIS,"R. Comendador Araújo, 510 - Centro, Curitiba - PR, 80420-000",unikoimoveis.com.br,https://www.unikoimoveis.com.br,(41) 3029-5511,https://wa.me/554130295511,Imobiliária,"Centro, Curitiba",116,4.6,-25.433151,-49.3138409,1
Central Lar Imóveis,"R. José Loureiro, 12 - Sala 1302 - Centro, Curitiba - PR, 80010-000",centrallarimoveiscuritiba.com.br,https://www.centrallarimoveiscuritiba.com.br,(41) 3154-5450,https://wa.me/554131545450,Imobiliária,"Centro, Curitiba",101,5.0,-25.433151,-49.3138409,1
Dama Imóveis,"Rua Comendador Araujo, 143, Décimo Terceiro Andar, Conjunto 132 - Centro, Curitiba - PR, 80420-900",damaimoveis.com.br,https://www.damaimoveis.com.br,(41) 3322-4737,https://wa.me/554133224737,Imobiliária,"Centro, Curitiba",174,4.3,-25.433151,-49.3138409,1
Apolar Champagnat Real Estate,"Alameda Pres. Taunay, 1148 - Bigorrilho, Curitiba - PR, 80430-000",apolar.com.br,https://www.apolar.com.br,(41) 3335-7190,https://wa.me/554133357190,Imobiliária,"Centro, Curitiba",143,4.9,-25.433151,-49.3138409,1
T3 Imóveis - Passeio Público (Matriz),"R. Pres. Faria, 431 - Centro, Curitiba - PR, 80020-290",t3imoveis.com.br,https://www.t3imoveis.com.br,(41) 99503-9384,https://wa.me/5541995039384,Imobiliária,"Centro, Curitiba",184,5.0,-25.433151,-49.3138409,1
Mestre Imóveis,"R. Alferes Poli, 414 - 21 - Centro, Curitiba - PR, 80230-090",mestreimoveis.com.br,https://www.mestreimoveis.com.br,(41) 3044-0950,https://wa.me/554130440950,Imobiliária,"Centro, Curitiba",92,4.7,-25.433151,-49.3138409,1
Imobiliária Fênix,"R. Mal. Deodoro, 503 - Centro, Curitiba - PR, 80020-320",imobiliariafenix.com.br,https://www.imobiliariafenix.com.br,(41) 3022-6925,https://wa.me/554130226925,Imobiliária,"Centro, Curitiba",182,3.0,-25.433151,-49.3138409,1
Shortstay Curitiba,"Edifício Banrisul - Av. Mal. Floriano Peixoto, 228 - Cj 1804 - Centro, Curitiba - PR, 80010-130",shortstay.com.br,https://www.shortstay.com.br,(41) 3019-8186,https://wa.me/554130198186,Imobiliária,"Centro, Curitiba",333,4.3,-25.433151,-49.3138409,1
Imobiliaria Conceito Imóveis Curitiba,"R. Visc. do Rio Branco, 1630 - sala 304 - Centro, Curitiba - PR, 80420-210",conceitoimoveiscuritiba.com.br,https://www.conceitoimoveiscuritiba.com.br,(41) 3163-3110,https://wa.me/554131633110,Imobiliária,"Centro, Curitiba",96,5.0,-25.433151,-49.3138409,1
Imobiliária Continental Ltda,"R. XV de Novembro, 297 - 1° andar - Centro, Curitiba - PR, 80020-310",icontinental.com.br,https://www.icontinental.com.br,(41) 3148-6200,https://wa.me/554131486200,Imobiliária,"Centro, Curitiba",42,4.2,-25.433151,-49.3138409,1
Pusch Imóveis - Imobiliária em Curitiba,"R. Mal. Deodoro, 1161 - sala 2 - Centro, Curitiba - PR, 80060-010",pusch.com.br,https://www.pusch.com.br,(41) 98855-1812,https://wa.me/5541988551812,Imobiliária,"Centro, Curitiba",13,4.7,-25.433151,-49.3138409,1
Prime Soho Imóveis,"Alameda Dr. Carlos de Carvalho, 417 - 16º andar - Centro, Curitiba - PR, 80410-180",primesoho.com.br,https://www.primesoho.com.br,(41) 3223-7200,https://wa.me/554132237200,Imobiliária,"Centro, Curitiba",144,4.1,-25.433151,-49.3138409,1
Imobiliária Tantus,"Rua Alberto Bolliger, 100 - Alto da Glória, Curitiba - PR, 80030-280",tantus.com.br,https://www.tantus.com.br,(41) 3353-2552,https://wa.me/554133532552,Imobiliária,"Centro, Curitiba",1192,4.5,-25.433151,-49.3138409,1
Basi Real Estate Advisory,"R. Mal. Deodoro, 2354 - Alto da XV, Curitiba - PR, 80045-235",basi.com.br,https://www.basi.com.br,(41) 3323-9595,https://wa.me/554133239595,Imobiliária,"Centro, Curitiba",802,4.4,-25.4211693,-49.2920188,1
Futurama Imóveis,"R. Prof. Fernando Moreira, 151 - Centro, Curitiba - PR, 80410-120",futuramaimoveis.com.br,https://www.futuramaimoveis.com.br,(41) 3259-5900,https://wa.me/554132595900,Imobiliária,"Centro, Curitiba",142,3.5,-25.4312219,-49.3159186,1
Regional Imóveis - Imobiliária Curitiba,"R. Alferes Poli, 931 - Rebouças, Curitiba - PR, 80220-070",regionalimoveis.com.br,https://www.regionalimoveis.com.br,(41) 3321-3600,https://wa.me/554133213600,Imobiliária,"Centro, Curitiba",221,3.8,-25.4312219,-49.3159186,1
Imobiliária Bemtevi,"R. João Negrão, 731 - Centro, Curitiba - PR, 80010-200",bemteviimoveis.com.br,https://www.bemteviimoveis.com.br,(41) 98880-9785,https://wa.me/5541988809785,Imobiliária,"Centro, Curitiba",57,3.8,-25.4312219,-49.3159186,1
Habits - Soluções Imobiliária,"R. João Negrão, 731 - Lojas 4 e 5 - Centro, Curitiba - PR, 80010-200",habits.com.br,https://www.habits.com.br,(41) 3018-9004,https://wa.me/554130189004,Imobiliária,"Centro, Curitiba",123,4.3,-25.4312219,-49.3159186,1
Deville Imóveis,"R. Mal. Deodoro, 235 - Centro, Curitiba - PR, 80020-320",devillevendas.com.br,https://www.devillevendas.com.br,(41) 99622-7000,https://wa.me/5541996227000,Imobiliária,"Centro, Curitiba",61,4.4,-25.4312219,-49.3159186,1
Imobiliária Capriatti,"Rua, Av. Visc. de Guarapuava, 2764 - sala 911 - Centro, Curitiba - PR, 80010-100",imobiliariacapriatti.com.br,https://www.imobiliariacapriatti.com.br,(41) 3308-6532,https://wa.me/554133086532,Imobiliária,"Centro, Curitiba",24,4.7,-25.4312219,-49.3159186,1
AKG Imóveis,"R. Des. Westphalen, 782 - Centro, Curitiba - PR, 80230-100",akgimoveis.com.br,https://www.akgimoveis.com.br,(41) 3222-1380,https://wa.me/554132221380,Imobiliária,"Centro, Curitiba",72,4.7,-25.4312219,-49.3159186,1
Imobiliária First Class - Imobiliária em Curitiba - Imóveis de Alto Padrão,"R. Nunes Machado, 68 - Sala 314 - Batel, Curitiba - PR, 80250-000",firstclassimoveis.com.br,https://www.firstclassimoveis.com.br,(41) 99544-0272,https://wa.me/5541995440272,Imobiliária,"Centro, Curitiba",61,5.0,-25.4312219,-49.3159186,1
Aliança Imobiliária Ltda,"R. Ébano Pereira, 11 - Centro, Curitiba - PR, 80410-240",aliancaimb.com.br,https://www.aliancaimb.com.br,(41) 3233-7911,https://wa.me/554132337911,Imobiliária,"Centro, Curitiba",68,4.0,-25.4312219,-49.3159186,1
A3Mais Imóveis,"R. Visc. do Rio Branco, 1341 - 2 andar - Centro, Curitiba - PR, 80420-210",a3maisimoveis.com.br,https://www.a3maisimoveis.com.br,(41) 3528-1571,https://wa.me/554135281571,Imobiliária,"Centro, Curitiba",54,4.6,-25.4312219,-49.3159186,1
London Real,"Av. Visc. de Guarapuava, 3444 - Conj. 611 - Centro, Curitiba - PR, 80250-220",londonreal.com.br,https://www.londonreal.com.br,(41) 3333-0028,https://wa.me/554133330028,Imobiliária,"Centro, Curitiba",73,4.7,-25.4312219,-49.3159186,1
Razzi Imóveis - Imobiliária em Curitiba,"R. Visc. do Rio Branco, 1488 - Centro, Curitiba - PR, 80420-210",razziimoveis.com,https://www.razziimoveis.com,(41) 98447-4794,https://wa.me/5541984474794,Imobiliária,"Centro, Curitiba",54,5.0,-25.4312219,-49.3159186,1
Rede de Franquias Imobiliárias Apolar,"R. XV de Novembro, 972 - Centro, Curitiba - PR, 80060-000",franqueado.apolar.com.br,https://www.franqueado.apolar.com.br,(41) 3075-1900,https://wa.me/554130751900,Imobiliária,"Centro, Curitiba",22,3.8,-25.4312219,-49.3159186,1
Axis 21 Imóveis,"Alameda Princesa Izabel, 856 - Bigorrilho, Curitiba - PR, 80430-120",axis21.com.br,https://www.axis21.com.br,(41) 99996-1121,https://wa.me/5541999961121,Imobiliária,"Centro, Curitiba",64,4.7,-25.4312219,-49.3159186,1
Apolar Imóveis Batel,"Av. Vicente Machado, 873 - Centro, Curitiba - PR, 80420-011",apolar.com.br,https://www.apolar.com.br,(41) 3222-0310,https://wa.me/554132220310,Imobiliária,"Centro, Curitiba",196,4.8,-25.4312219,-49.3159186,1
Imobiliária Moser,"Praça Gen. Osório, 45 - Centro, Curitiba - PR, 80020-010",moserimoveis.com.br,https://www.moserimoveis.com.br,(41) 3224-0605,https://wa.me/554132240605,Imobiliária,"Centro, Curitiba",108,3.1,-25.4312219,-49.3159186,1
imóveis eXCLusivos,"Alameda Dr. Carlos de Carvalho, 771 - 7th floor, Alameda Dr. Carlos de Carvalho, 771 - 7º andar - Batel, Curitiba - PR, 80430-180",imoveisexclusivos.com.br,https://www.imoveisexclusivos.com.br,(41) 98866-8481,https://wa.me/5541988668481,Imobiliária,"Centro, Curitiba",359,4.3,-25.4312219,-49.3159186,1
DIRCENIUS,"Ed. Banrisul - Av. Mal. Floriano Peixoto, 228 - Sala 407 - Centro, Curitiba - PR, 80010-130",dircenius.com.br,https://www.dircenius.com.br,(41) 99122-2363,https://wa.me/5541991222363,Imobiliária,"Centro, Curitiba",10,4.6,-25.4312219,-49.3159186,1
Haggay Imóveis | Imobiliária em Curitiba e Região Metropolitana,"R. Benjamin Constant, 51 - Centro, Curitiba - PR, 80060-020",suite360films.online,https://www.suite360films.online,(41) 99650-2409,https://wa.me/5541996502409,Imobiliária,"Centro, Curitiba",7,5.0,-25.4312219,-49.3159186,1
Corretare Imóveis Curitiba / Balneário Camboriú / Itapema e Litoral Paranaense,"R. Brg. Franco, 3336 - Água Verde, Curitiba - PR, 80250-030",corretare.com.br,https://www.corretare.com.br,(41) 3333-4455,https://wa.me/554133334455,Imobiliária,"Centro, Curitiba",178,4.9,-25.4312219,-49.3159186,1
Sabrina Iglesias Imóveis,"Rua:, R. XV de Novembro, 1155 - Sala 1204 - Centro, Curitiba - PR, 80060-000",sabrinaiglesias.com.br,https://www.sabrinaiglesias.com.br,(41) 3049-1212,https://wa.me/554130491212,Imobiliária,"Centro, Curitiba",51,4.8,-25.4312219,-49.3159186,1
Imovomap | Aluguel e Vendas de Imoveis,"R. Voluntários da Pátria, 233 - sala 38 - Centro, Curitiba - PR, 80020-000",imovomap.com.br,https://www.imovomap.com.br,(41) 99182-1004,https://wa.me/5541991821004,Imobiliária,"Centro, Curitiba",12,4.7,-25.4312219,-49.3159186,1
Fadazan Imóveis e Pontos Comerciais,"R. Conselheiro Laurindo, 557 - Centro, Curitiba - PR, 80060-100",fadazan.com.br,https://www.fadazan.com.br,(41) 3223-1534,https://wa.me/554132231534,Imobiliária,"Centro, Curitiba",89,3.5,-25.4312219,-49.3159186,1
Valencia Gold Imóveis,"R. Mal. Deodoro, 869 - Sala 405 - Centro, Curitiba - PR, 80060-010",valenciagoldimoveis.com.br,https://www.valenciagoldimoveis.com.br,(41) 3362-1909,https://wa.me/554133621909,Imobiliária,"Centro, Curitiba",25,4.8,-25.4312219,-49.3159186,1
IMOBILIÁRIA PARCELE IMÓVEIS,"R. José Loureiro, 133 - Sala 1601 - Centro, Curitiba - PR, 80010-000",wa.me,https://www.wa.me,(41) 98426-8126,https://wa.me/5541984268126,Imobiliária,"Centro, Curitiba",11,5.0,-25.4312219,-49.3159186,1
Imobiliária em Curitiba | VR4 Imóveis,"Av. Rep. Argentina, 1550 - Água Verde, Curitiba - PR, 80620-010",vr4imoveis.com.br,https://www.vr4imoveis.com.br,(41) 3343-0076,https://wa.me/554133430076,Imobiliária,"Centro, Curitiba",315,4.9,-25.4312219,-49.3159186,1
Top Soluções Imobiliárias,"R. Mal. Deodoro, 950 - Conj.301 - Centro, Curitiba - PR, 80060-010",topsi.com.br,https://www.topsi.com.br,(41) 2105-0505,https://wa.me/554121050505,Imobiliária,"Centro, Curitiba",29,4.0,-25.4292132,-49.2995984,1
DOT Imóveis,"R. da Paz, 98 - Sala 704 - Centro, Curitiba - PR, 80060-160",dotimoveis.com.br,https://www.dotimoveis.com.br,(41) 3095-4334,https://wa.me/554130954334,Imobiliária,"Centro, Curitiba",34,4.7,-25.4292132,-49.2995984,1
Imobiliária Casagora,"R. Mal. Deodoro, 630 - Sala 1405 - Centro, Curitiba - PR, 80010-010",casagoraimoveis.com.br,https://www.casagoraimoveis.com.br,(41) 3225-0087,https://wa.me/554132250087,Imobiliária,"Centro, Curitiba",48,4.3,-25.4292132,-49.2995984,1
Imobiliária Paradiso Imóveis Curitiba,"R. Lamenha Lins, 266 - Centro, Curitiba - PR, 80250-020",paradisoimoveis.com.br,https://www.paradisoimoveis.com.br,(41) 99265-3757,https://wa.me/5541992653757,Imobiliária,"Centro, Curitiba",45,4.8,-25.4292132,-49.2995984,1
Senzala Imoveis Ltda,"Edifício Farid Surugi - R. Pres. Faria, 51 - 11º andar - Centro, Curitiba - PR, 80020-290",szlimoveis.com.br,https://www.szlimoveis.com.br,(41) 3025-3366,https://wa.me/554130253366,Imobiliária,"Centro, Curitiba",101,3.5,-25.4292132,-49.2995984,1
Prime House Curitiba,"Av. Mal. Floriano Peixoto, 170 - 1º Andar - Centro, Curitiba - PR, 80020-090",,,(41) 3264-5665,https://wa.me/554132645665,Imobiliária,"Centro, Curitiba",17,5.0,-25.4292132,-49.2995984,1
Imobiliária em Curitiba - SFT Imobiliária,"Rua Desembargador Vieira Cavalcanti, 26 - São Francisco, Curitiba - PR, 80510-090",sftimobiliariacuritiba.com.br,https://www.sftimobiliariacuritiba.com.br,(41) 99933-5723,https://wa.me/5541999335723,Imobiliária,"Centro, Curitiba",24,4.8,-25.4292132,-49.2995984,1
Imobiliária X Vendas e Locação em Curitiba e litoral do Paraná,"galeria Usina do Corpo 06 - Av. Rep. Argentina, 955 - Água Verde, Curitiba - PR, 80620-010",imobiliariax.com.br,https://www.imobiliariax.com.br,(41) 3025-1414,https://wa.me/554130251414,Imobiliária,"Centro, Curitiba",121,4.0,-25.4292132,-49.2995984,1
Imobiliária Confianza,"Tv. José do Patrocínio, 107 - Alto da Glória, Curitiba - PR, 80030-190",imobiliariaconfianza.com.br,https://www.imobiliariaconfianza.com.br,(41) 3095-5553,https://wa.me/554130955553,Imobiliária,"Centro, Curitiba",174,4.7,-25.4549529,-49.3240103,1
ATMA Imóveis,"Rua Emiliano Perneta, 680 - sala 106 - Batel, Curitiba - PR, 80420-080",atmaimoveis.com.br,https://www.atmaimoveis.com.br,(41) 3501-1000,https://wa.me/554135011000,Imobiliária,"Centro, Curitiba",112,4.7,-25.4167106,-49.3009387,1
Valor Imóveis Curitiba,"Av. Sete de Setembro, 4476 - Sala 602 - Batel, Curitiba - PR, 80250-085",valorimoveiscuritiba.com.br,https://www.valorimoveiscuritiba.com.br,(41) 99950-7191,https://wa.me/5541999507191,Imobiliária,"Centro, Curitiba",17,5.0,-25.4167106,-49.3009387,1
My Home Curitiba,"The World Office Tower - R. Mal. Deodoro, 857 - Sala 804 - Centro, Curitiba - PR, 80060-010",myhomecuritiba.com.br,https://www.myhomecuritiba.com.br,(41) 99663-5434,https://wa.me/5541996635434,Imobiliária,"Centro, Curitiba",29,4.9,-25.4432288,-49.3179033,1
Roma Imóveis,"Av. Iguaçu, 1748 - Água Verde, Curitiba - PR, 80240-030",romai.com.br,https://www.romai.com.br,(41) 3223-8015,https://wa.me/554132238015,Imobiliária,"Centro, Curitiba",83,3.7,-25.4432288,-49.3179033,1
WBarroso imóveis - Imobiliária Curitiba Alto Padrão,"R. Rockefeller, 161 - Interfone 104 - Rebouças, Curitiba - PR, 80230-130",wbarrosoimoveis.com.br,https://www.wbarrosoimoveis.com.br,(41) 99861-6787,https://wa.me/5541998616787,Imobiliária,"Centro, Curitiba",41,5.0,-25.4432288,-49.3179033,1
Bergonzini Imóveis,"Al. Dr. Muricy, 390 - Centro, Curitiba - PR, 80010-120",bergonziniimoveis.com.br,https://www.bergonziniimoveis.com.br,(41) 3232-9193,https://wa.me/554132329193,Imobiliária,"Centro, Curitiba",58,2.9,-25.4432288,-49.3179033,1
DIMENSÃO IMÓVEIS - Curitiba PR,"R. Saldanha da Gama, 135 - Centro, Curitiba - PR, 80060-170",dimensaoimoveis.com.br,https://www.dimensaoimoveis.com.br,(41) 99880-3990,https://wa.me/5541998803990,Imobiliária,"Centro, Curitiba",14,4.2,-25.4283713,-49.294747,1
Imobiliária Líder,"Edifício João Alfredo - Praça Zacarias, 80 - sala 1108 - Centro, Curitiba - PR, 80020-080",imobiliarialiderctba.com.br,https://www.imobiliarialiderctba.com.br,(41) 99506-2320,https://wa.me/5541995062320,Imobiliária,"Centro, Curitiba",28,4.9,-25.4283713,-49.294747,1
J8 Imóveis,"Av. Vicente Machado, 1866 - Batel, Curitiba - PR, 80440-020",j8.com.br,https://www.j8.com.br,(41) 3022-0808,https://wa.me/554130220808,Imobiliária,"Centro, Curitiba",347,4.2,-25.4283713,-49.294747,1
Apolar Short Stay,"R. Conselheiro Laurindo, 490 - Térreo - Centro, Curitiba - PR, 80060-030",apolar.com.br,https://www.apolar.com.br,(41) 99124-4112,https://wa.me/5541991244112,Imobiliária,"Centro, Curitiba",28,4.6,-25.4311269,-49.3008027,1
Administradora de Imóveis Lili LTDA,"Térreo, R. Presidente Carlos Cavalcanti, 498 - Centro, Curitiba - PR, 80020-280",lili.imb.br,https://www.lili.imb.br,(41) 3224-6727,https://wa.me/554132246727,Imobiliária,"Centro, Curitiba",85,2.1,-25.4311269,-49.3008027,1
K2S Imoveis,"Rua 24 de Maio, 262 - Sala 105 - Centro, Curitiba - PR, 80230-080",k2simoveis.com.br,https://www.k2simoveis.com.br,(41) 98830-3549,https://wa.me/5541988303549,Imobiliária,"Centro, Curitiba",19,4.5,-25.4311269,-49.3008027,1
Next,"R. Cap. Souza Franco, 833 - Batel, Curitiba - PR, 80730-420",next.curitiba.br,https://www.next.curitiba.br,,,Imobiliária,"Centro, Curitiba",29,4.8,-25.4311269,-49.3008027,1
RA Consultoria Imobiliária,"Alameda Dr. Carlos de Carvalho, 1027 - Centro, Curitiba - PR, 80430-180",imobiliariara.com.br,https://www.imobiliariara.com.br,(41) 3018-0030,https://wa.me/554130180030,Imobiliária,"Centro, Curitiba",10,4.0,-25.4312068,-49.3289136,1
Apolar Imóveis Locação Personnalité,"Av. Cândido de Abreu, 578 - Loja 1 - Centro Cívico, Curitiba - PR, 80030-070",apolar.com.br,https://www.apolar.com.br,(41) 3542-1321,https://wa.me/554135421321,Imobiliária,"Centro, Curitiba",213,3.7,-25.4312068,-49.3289136,1
Vitax Imóveis,"Rua Emiliano Perneta, 297 - 18º andar, sala 182 - Centro, Curitiba - PR, 80010-050",instagram.com,https://www.instagram.com,(41) 98504-7351,https://wa.me/5541985047351,Imobiliária,"Centro, Curitiba",43,5.0,-25.4192954,-49.304583,1
Apartamentos Curitiba,"Av. Paraná, 202 - sala 804 - Cabral, Curitiba - PR, 80035-130",apartamentoscuritiba.net,https://www.apartamentoscuritiba.net,(41) 3501-7000,https://wa.me/554135017000,Imobiliária,"Centro, Curitiba",37,4.9,-25.4192954,-49.304583,1
Antico Soluções Imobiliárias,"R. Comendador Araújo, 323 - Conjunto 103 - Centro, Curitiba - PR, 80420-903",anticoimoveis.com.br,https://www.anticoimoveis.com.br,(41) 3027-3727,https://wa.me/554130273727,Imobiliária,"Centro, Curitiba",16,4.3,-25.4192954,-49.304583,1
Imobiliária JO Imóveis,"Praça Gen. Osório, 219 - Sala 07 - Centro, Curitiba - PR, 80020-010",joimoveis.com.br,https://www.joimoveis.com.br,(41) 98725-4318,https://wa.me/5541987254318,Imobiliária,"Centro, Curitiba",31,3.5,-25.4192954,-49.304583,1
Radar Imóveis,"R. XV de Novembro, 1155 - Cj 503 - Centro, Curitiba - PR, 80060-000",radarimoveispr.com,https://www.radarimoveispr.com,(41) 3095-4787,https://wa.me/554130954787,Imobiliária,"Centro, Curitiba",31,3.5,-25.4192954,-49.304583,1
AEON Imobiliária,"Rua Emiliano Perneta, 390 - sala 1502 - Centro, Curitiba - PR, 80420-080",aeonimobiliaria.com.br,https://www.aeonimobiliaria.com.br,(41) 99263-1164,https://wa.me/5541992631164,Imobiliária,"Centro, Curitiba",38,5.0,-25.4192954,-49.304583,1
Prime Spot Imóveis Comerciais,"R. Lourenço Pinto, 196 - Conjuntos 901 e 902 - Centro, Curitiba - PR, 80010-160",primespot.imb.br,https://www.primespot.imb.br,(41) 99565-0770,https://wa.me/5541995650770,Imobiliária,"Centro, Curitiba",7,5.0,-25.4192954,-49.304583,1
