name,address,domain,website,phone_number,whatsapp_link,category,location,reviews_count,reviews_average,latitude,longitude,status
Idelcio Corretora de Seguros e Imóveis,"R. Colombo, 1867 - Centro, São José dos Pinhais - PR, 83005-400",idelcioimoveis.com.br,https://www.idelcioimoveis.com.br,(41) 3398-3007,https://wa.me/554133983007,Imobiliária,"Centro, São José dos Pinhais",107,3.9,-25.5387052,-49.2412489,1
Revelação Imóveis - Imobiliária em São José dos Pinhais,"R. João Ernesto Kilian, 568 - Silveira da Motta, São José dos Pinhais - PR, 83030-000",imobiliariarevelacao.com.br,https://www.imobiliariarevelacao.com.br,(41) 3383-5050,https://wa.me/554133835050,Imobiliária,"Centro, São José dos Pinhais",16,4.0,-25.5387052,-49.2412489,1
Sorelle Imobiliária,"R. Gen. Catão Mena Barreto Monclaro, 611 - Centro, São José dos Pinhais - PR, 83005-510",sorelleimoveis.com.br,https://www.sorelleimoveis.com.br,,,Imobiliária,"Centro, São José dos Pinhais",30,4.3,-25.5387052,-49.2412489,1
FLORIANNO IMÓVEIS :Imobiliária em São José dos Pinhais-PR,"R. Ten. Djalma Dutra, 1999 - Centro, São José dos Pinhais - PR, 83005-360",floriannoimoveis.com.br,https://www.floriannoimoveis.com.br,(41) 99638-1073,https://wa.me/5541996381073,Imobiliária,"Centro, São José dos Pinhais",8,5.0,-25.5387052,-49.2412489,1
Moralta Imoveis,"R. Marcelino Nogueira, 497 - Centro, São José dos Pinhais - PR, 83005-370",moraltaimoveis.com.br,https://www.moraltaimoveis.com.br,(41) 3586-2502,https://wa.me/554135862502,Imobiliária,"Centro, São José dos Pinhais",75,4.9,-25.5387052,-49.2412489,1
Locatelle Imóveis,"R. Visc. do Rio Branco, 1720 - Centro, São José dos Pinhais - PR, 83005-420",locatelleimoveis.com.br,https://www.locatelleimoveis.com.br,(41) 99852-1212,https://wa.me/5541998521212,Imobiliária,"Centro, São José dos Pinhais",51,4.8,-25.5387052,-49.2412489,1
Agisa Imóveis,"R. Alcídio Viana, 916 - Centro, São José dos Pinhais - PR, 83005-560",agisaimoveis.com.br,https://www.agisaimoveis.com.br,(41) 99966-5140,https://wa.me/5541999665140,Imobiliária,"Centro, São José dos Pinhais",67,4.9,-25.5387052,-49.2412489,1
LD7 Imóveis - Imobiliária São José dos Pinhais,"R. Margarida de Araújo Franco, 1025 - Centro, São José dos Pinhais - PR, 83005-070",ld7imoveis.com.br,https://www.ld7imoveis.com.br,(41) 3501-0663,https://wa.me/554135010663,Imobiliária,"Centro, São José dos Pinhais",45,5.0,-25.5387052,-49.2412489,1
Marcco Imóveis,"Rua Capitão. Benjamim Claudino Ferreira, 1680 - Centro, São José dos Pinhais - PR, 83005-390",marccoimoveis.com.br,https://www.marccoimoveis.com.br,(41) 3035-1010,https://wa.me/554130351010,Imobiliária,"Centro, São José dos Pinhais",47,4.2,-25.5387052,-49.2412489,1
Beneville Imóveis,"Av. Rui Barbosa, 8706 - Sala 04 - Centro, São José dos Pinhais - PR, 83005-340",beneville.com.br,https://www.beneville.com.br,(41) 3035-6060,https://wa.me/554130356060,Imobiliária,"Centro, São José dos Pinhais",29,4.8,-25.5387052,-49.2412489,1
Notorious Home Imobiliária,"R. Barão do Cerro Azul, 952 - Centro, São José dos Pinhais - PR, 83005-430",notorioushome.com.br,https://www.notorioushome.com.br,(41) 92001-3521,https://wa.me/5541920013521,Imobiliária,"Centro, São José dos Pinhais",47,5.0,-25.5387052,-49.2412489,1
Monica Carvalho Corretora de Imóveis,"Praça Oito de Janeiro, 1431 - Centro, São José dos Pinhais - PR, 83005-160",mcarvalhoimoveis.com.br,https://www.mcarvalhoimoveis.com.br,(41) 3556-1907,https://wa.me/554135561907,Imobiliária,"Centro, São José dos Pinhais",35,4.6,-25.5387052,-49.2412489,1
JBA Imóveis Vendas - São José dos Pinhais,"Rua Dona Izabel A Redentora, 2004 - Centro, São José dos Pinhais - PR, 83005-010",jbaimoveis.com.br,https://www.jbaimoveis.com.br,(41) 3995-2582,https://wa.me/554139952582,Imobiliária,"Centro, São José dos Pinhais",24,4.6,-25.5387052,-49.2412489,1
FAN IMOBILIÁRIA,"R. Visc. do Rio Branco, 1601 - Sobreloja - Centro, São José dos Pinhais - PR, 83005-420",fanimoveis.com.br,https://www.fanimoveis.com.br,(41) 99544-4026,https://wa.me/5541995444026,Imobiliária,"Centro, São José dos Pinhais",52,5.0,-25.5387052,-49.2412489,1
W&V Imóveis,"R. Barão do Cerro Azul, 1484 - Sala 22 - Centro, São José dos Pinhais - PR, 83005-430",imoveiswv.com.br,https://www.imoveiswv.com.br,(41) 98766-8085,https://wa.me/5541987668085,Imobiliária,"Centro, São José dos Pinhais",55,5.0,-25.5387052,-49.2412489,1
Contato Imóveis,"R. Mal. Deodoro da Fonseca, 515 - Centro, São José dos Pinhais - PR, 83005-350",imobiliariacontato.com.br,https://www.imobiliariacontato.com.br,(41) 3035-3507,https://wa.me/554130353507,Imobiliária,"Centro, São José dos Pinhais",36,4.0,-25.5387052,-49.2412489,1
Neu Nunes Corretora de Imóveis,"R. Joaquim Nabuco, 2064 - Bloco 02 Sala 01 - Centro, São José dos Pinhais - PR, 83005-160",neununescorretoradeimoveis.com.br,https://www.neununescorretoradeimoveis.com.br,(41) 3534-7208,https://wa.me/554135347208,Imobiliária,"Centro, São José dos Pinhais",37,4.8,-25.5387052,-49.2412489,1
Airbnb São José dos Pinhais,"R. Aristídes França, 877 - Centro, São José dos Pinhais - PR, 83035-170",,,(41) 99774-3772,https://wa.me/5541997743772,Imobiliária,"Centro, São José dos Pinhais",15,4.7,-25.5387052,-49.2412489,1
Azem Imoveis,"Rua Professor - R. Jorge Mansos do Nascimento Teixeira, 960 - São Pedro, São José dos Pinhais - PR, 83005-500",azemimoveis.com.br,https://www.azemimoveis.com.br,(41) 99886-9602,https://wa.me/5541998869602,Imobiliária,"Centro, São José dos Pinhais",105,4.5,-25.5387052,-49.2412489,1
Terrazzo Imóveis,"R. XV de Novembro, 2175 - Sala 07 - Centro, São José dos Pinhais - PR, 83005-000",terrazzoimoveis.com,https://www.terrazzoimoveis.com,(41) 3081-3150,https://wa.me/554130813150,Imobiliária,"Centro, São José dos Pinhais",119,4.6,-25.5387052,-49.2412489,1
Real estate Wan Dall,"R. Joaquim Nabuco, 528 - Centro, São José dos Pinhais - PR, 83040-210",wandall.com.br,https://www.wandall.com.br,(41) 3035-7777,https://wa.me/554130357777,Imobiliária,"Centro, São José dos Pinhais",42,4.7,-25.5387052,-49.2412489,1
Dosanjos Imoveis,"R. Mal. Deodoro da Fonseca, 924 - Centro, São José dos Pinhais - PR, 83005-350",dosanjosimoveis.com.br,https://www.dosanjosimoveis.com.br,(41) 3146-3223,https://wa.me/554131463223,Imobiliária,"Centro, São José dos Pinhais",15,3.6,-25.5387052,-49.2412489,1
Lar Real Imóveis,"R. Norberto de Brito, 1304 - Centro, São José dos Pinhais - PR, 83005-290",larrealimoveis.com,https://www.larrealimoveis.com,(41) 3385-8547,https://wa.me/554133858547,Imobiliária,"Centro, São José dos Pinhais",40,5.0,-25.5387052,-49.2412489,1
Corteze Imóveis,"Av. Rui Barbosa, 9305 - Centro, São José dos Pinhais - PR, 83005-340",cortezeimoveis.com.br,https://www.cortezeimoveis.com.br,(41) 3383-1111,https://wa.me/554133831111,Imobiliária,"Centro, São José dos Pinhais",309,4.7,-25.5387052,-49.2412489,1
Sueli Fernandes Real Estate Advisory,"R. Jorge Mansos do Nascimento Teixeira, 419 - São Pedro, São José dos Pinhais - PR, 83005-500",suelifernandes.com,https://www.suelifernandes.com,(41) 3035-2100,https://wa.me/554130352100,Imobiliária,"Centro, São José dos Pinhais",82,4.0,-25.5387052,-49.2412489,1
Mudeiii Assessoria Imobiliária,"R. Cel. João José Massaneiro, 203 - Tres Marias, São José dos Pinhais - PR, 83005-220",mudeiii.com.br,https://www.mudeiii.com.br,(41) 3542-4848,https://wa.me/554135424848,Imobiliária,"Centro, São José dos Pinhais",26,5.0,-25.5387052,-49.2412489,1
Excelencia Premium Praia Imóveis Negócios Imobiliários São José dos Pinhais,"R. Cel. Quadros, 826 - Centro, São José dos Pinhais - PR, 83035-390",excelenciapremium.com.br,https://www.excelenciapremium.com.br,(41) 99786-0007,https://wa.me/5541997860007,Imobiliária,"Centro, São José dos Pinhais",2,5.0,-25.5387052,-49.2412489,1
Viviane Correia Corretora de Imóveis Sjp São José dos Pinhais,"R. Mal. Deodoro da Fonseca, 76 - Centro, São José dos Pinhais - PR, 83005-350",correiaimoveissjp.com.br,https://www.correiaimoveissjp.com.br,(41) 99703-5942,https://wa.me/5541997035942,Imobiliária,"Centro, São José dos Pinhais",4,5.0,-25.5387052,-49.2412489,1
Full House Imobiliária,"R. Visc. do Rio Branco, 1604 - Centro, São José dos Pinhais - PR, 83005-420",fullhouseimobiliaria.com.br,https://www.fullhouseimobiliaria.com.br,(41) 99833-2564,https://wa.me/5541998332564,Imobiliária,"Centro, São José dos Pinhais",6,5.0,-25.5387052,-49.2412489,1
Trade Center Imóveis,"R. Marcelino Nogueira, 281 - Centro, São José dos Pinhais - PR, 83005-370",tradecenterimoveis.com.br,https://www.tradecenterimoveis.com.br,(41) 99636-7606,https://wa.me/5541996367606,Imobiliária,"Centro, São José dos Pinhais",26,5.0,-25.5387052,-49.2412489,1
Samuel Imóveis,"R. Veríssimo Marques, 1096 - Sala 16 - Centro, São José dos Pinhais - PR, 83005-410",samuelimoveis.imb.br,https://www.samuelimoveis.imb.br,(41) 99151-9807,https://wa.me/5541991519807,Imobiliária,"Centro, São José dos Pinhais",30,4.4,-25.5387052,-49.2412489,1
Conqui Imóveis,"R. Alcídio Viana, 916 - sala 903 - São Pedro, São José dos Pinhais - PR, 83005-560",conquiimoveis.com.br,https://www.conquiimoveis.com.br,(41) 3147-1210,https://wa.me/554131471210,Imobiliária,"Centro, São José dos Pinhais",17,5.0,-25.5387052,-49.2412489,1
Sohnati Imóveis,"R. Joinville, 2508 - SALA 1 - Braga, São José dos Pinhais - PR, 83005-350",sohnati.com.br,https://www.sohnati.com.br,(41) 3035-2059,https://wa.me/554130352059,Imobiliária,"Centro, São José dos Pinhais",15,4.9,-25.5387052,-49.2412489,1
Terrazza Imóveis,"R. Margarida de Araújo Franco, 1964 - Carioca, São José dos Pinhais - PR, 83005-070",terrazzaimoveis.imb.br,https://www.terrazzaimoveis.imb.br,(41) 98485-4280,https://wa.me/5541984854280,Imobiliária,"Centro, São José dos Pinhais",18,5.0,-25.5387052,-49.2412489,1
Clarice Imóveis Ltda.,"Rua Dona Izabel A Redentora, 2356 - Sala 66 - Centro, São José dos Pinhais - PR, 83005-010",clariceimoveis.com.br,https://www.clariceimoveis.com.br,(41) 99998-5359,https://wa.me/5541999985359,Imobiliária,"Centro, São José dos Pinhais",15,4.5,-25.5387052,-49.2412489,1
Proença consultoria imobiliária,"R. Jorge Mansos do Nascimento Teixeira, 500 - Centro, São José dos Pinhais - PR, 83005-560",imoveisproenca.com.br,https://www.imoveisproenca.com.br,(41) 99818-2520,https://wa.me/5541998182520,Imobiliária,"Centro, São José dos Pinhais",15,4.7,-25.5387052,-49.2412489,1
Sirlei Trevizan - Corretora de Imóveis,"R. Ten. Djalma Dutra - Centro, São José dos Pinhais - PR, 83005-360",strevizanimoveis.com.br,https://www.strevizanimoveis.com.br,(41) 99906-6368,https://wa.me/5541999066368,Imobiliária,"Centro, São José dos Pinhais",2,5.0,-25.5387052,-49.2412489,1
Valle Assessoria Imobiliária,"R. Veríssimo Marques, 767 - Centro, São José dos Pinhais - PR, 83005-410",imobiliariavalle.com.br,https://www.imobiliariavalle.com.br,(41) 3283-5777,https://wa.me/554132835777,Imobiliária,"Centro, São José dos Pinhais",14,4.2,-25.5387052,-49.2412489,1
Inovati Imoveis,"R. Visc. do Rio Branco, 2825 - Centro, São José dos Pinhais - PR, 83005-420",inovatiimoveis.com,https://www.inovatiimoveis.com,(41) 3619-6970,https://wa.me/554136196970,Imobiliária,"Centro, São José dos Pinhais",3,4.0,-25.5387052,-49.2412489,1
J. Dissenha,"R. Ten. Djalma Dutra, 915 - Centro, São José dos Pinhais - PR, 83005-360",,,(41) 3028-2030,https://wa.me/554130282030,Imobiliária,"Centro, São José dos Pinhais",19,4.8,-25.5387052,-49.2412489,1
EDILIAN OLIVEIRA CORRETOR DE IMOVEIS,"R. Cap. Tobias Pereira da Cruz, 1749 - sala 12 - Centro, São José dos Pinhais - PR, 83005-050",corretoredilianoliveira.com.br,https://www.corretoredilianoliveira.com.br,(41) 98501-1722,https://wa.me/5541985011722,Imobiliária,"Centro, São José dos Pinhais",2,5.0,-25.5387052,-49.2412489,1
Innova Imoveis,"R. Barão do Cerro Azul, 1075 - Carioca, São José dos Pinhais - PR, 83005-430",innovaimoveis.com,https://www.innovaimoveis.com,(41) 3035-1692,https://wa.me/554130351692,Imobiliária,"Centro, São José dos Pinhais",3,5.0,-25.5387052,-49.2412489,1
Haas Assessoria Imobiliária,"R. Dr. Manoel Ribeiro de Campos, 716 - Centro, São José dos Pinhais - PR, 83005-310",haasimoveis.com.br,https://www.haasimoveis.com.br,(41) 3282-8100,https://wa.me/554132828100,Imobiliária,"Centro, São José dos Pinhais",52,3.8,-25.5387052,-49.2412489,1
Massaneiro Corretor de Imóveis,"Rua Dona Izabel A Redentora - Centro, São José dos Pinhais - PR, 83005-010",massaneirocorretordeimovel.com.br,https://www.massaneirocorretordeimovel.com.br,(41) 99909-8669,https://wa.me/5541999098669,Imobiliária,"Centro, São José dos Pinhais",23,5.0,-25.5387052,-49.2412489,1
São José Imóveis PR,"Rua Dona Izabel A Redentora, 1050 - Silveira da Motta, São José dos Pinhais - PR, 83030-500",,,(41) 3282-9955,https://wa.me/554132829955,Imobiliária,"Centro, São José dos Pinhais",1,5.0,-25.5387052,-49.2412489,1
Imobiliária Herbert Rocha,"R. Voluntários da Pátria, 1269 - sala 701 - Centro, São José dos Pinhais - PR, 83005-020",imobiliariaherbertrocha.com.br,https://www.imobiliariaherbertrocha.com.br,(41) 3534-5298,https://wa.me/554135345298,Imobiliária,"Centro, São José dos Pinhais",72,4.9,-25.5387052,-49.2412489,1
VIVER BEM IMÓVEIS,"R. Marcelino Nogueira, 468 - Centro, São José dos Pinhais - PR, 83005-370",viverbemimoveis.com,https://www.viverbemimoveis.com,(41) 3556-0590,https://wa.me/554135560590,Imobiliária,"Centro, São José dos Pinhais",6,1.5,-25.5387052,-49.2412489,1
R5 Incorporadora,"R. Gen. Catão Mena Barreto Monclaro, 611 - Centro, São José dos Pinhais - PR, 83005-510",r5incorporadora.com.br,https://www.r5incorporadora.com.br,(41) 99707-0809,https://wa.me/5541997070809,Imobiliária,"Centro, São José dos Pinhais",46,5.0,-25.5387052,-49.2412489,1
Contato Assessoria Imobiliária,"R. Mal. Deodoro da Fonseca, 1452 - Centro, São José dos Pinhais - PR, 83005-350",imobiliariacontato.com.br,https://www.imobiliariacontato.com.br,(41) 3283-1667,https://wa.me/554132831667,Imobiliária,"Centro, São José dos Pinhais",2,5.0,-25.5387052,-49.2412489,1
Palazzin Imóveis,"R. Dr. Jayme França, 67 - sala 02 - São Cristóvão, São José dos Pinhais - PR, 83005-260",palazzinimoveis.com.br,https://www.palazzinimoveis.com.br,(41) 99670-2848,https://wa.me/5541996702848,Imobiliária,"Centro, São José dos Pinhais",49,4.1,-25.5387052,-49.2412489,1
Cavalcanti Private Brokers,"R. Joinville, 2280 - São Pedro, São José dos Pinhais - PR, 83005-070",cavalcantimoveis.com.br,https://www.cavalcantimoveis.com.br,(41) 3058-1155,https://wa.me/554130581155,Imobiliária,"Centro, São José dos Pinhais",38,4.5,-25.5387052,-49.2412489,1
Digner Imóveis,"R. Gen. Catão Mena Barreto Monclaro, 651 - São Pedro, São José dos Pinhais - PR, 15091-745",,,(41) 3058-3303,https://wa.me/554130583303,Imobiliária,"Centro, São José dos Pinhais",2,5.0,-25.5387052,-49.2412489,1
Terreno Central São José dos Pinhais,"Av. Rui Barbosa - Boneca do Iguaçu, São José dos Pinhais - PR, 83005-340",,,(41) 3035-6853,https://wa.me/554130356853,Imobiliária,"Centro, São José dos Pinhais",,,-25.5387052,-49.2412489,1
Nova Curitiba Imóveis,"R. Marcelino Nogueira, 580 - Sala 09 - Centro, São José dos Pinhais - PR, 83005-370",novacuritibaimoveis.com.br,https://www.novacuritibaimoveis.com.br,(41) 99510-0776,https://wa.me/5541995100776,Imobiliária,"Centro, São José dos Pinhais",18,4.1,-25.5387052,-49.2412489,1
New Imóveis,"Conjunto Comercial Brey - R. Joinville, 2830 - Sala 09 - São Pedro, São José dos Pinhais - PR, 83005-550",newimoveispr.com.br,https://www.newimoveispr.com.br,(41) 99664-1012,https://wa.me/5541996641012,Imobiliária,"Centro, São José dos Pinhais",16,4.8,-25.5387052,-49.2412489,1
Urbanizzi Imóveis,"R. XV de Novembro, 2737 - Centro, São José dos Pinhais - PR, 83005-000",urbanizziimoveis.com.br,https://www.urbanizziimoveis.com.br,(41) 99710-9617,https://wa.me/5541997109617,Imobiliária,"Centro, São José dos Pinhais",45,4.4,-25.5387052,-49.2412489,1
Melo Corretores de Imóveis,"R. Cel. João José Massaneiro, 84 - Centro, São José dos Pinhais - PR, 83005-220",,,(41) 3035-5155,https://wa.me/554130355155,Imobiliária,"Centro, São José dos Pinhais",1,5.0,-25.5387052,-49.2412489,1
Beneditho Assessoria Imobiliária,"CEP: - R. Joinville, 2074 - n° 2074 - São Pedro, São José dos Pinhais - PR, 83005-550",benedithoimoveis.com.br,https://www.benedithoimoveis.com.br,(41) 3382-7966,https://wa.me/554133827966,Imobiliária,"Centro, São José dos Pinhais",16,3.8,-25.5387052,-49.2412489,1
Inovação Euros Imóveis,"R. Mal. Deodoro da Fonseca, 405 - Centro, São José dos Pinhais - PR, 83005-350",inovacaoeurosimoveis.com.br,https://www.inovacaoeurosimoveis.com.br,(41) 99853-0917,https://wa.me/5541998530917,Imobiliária,"Centro, São José dos Pinhais",2,5.0,-25.5387052,-49.2412489,1
Condominio Mozart,"R. Mal. Deodoro da Fonseca, 975 - Centro, São José dos Pinhais - PR, 83005-350",,,,,Imobiliária,"Centro, São José dos Pinhais",1,5.0,-25.5387052,-49.2412489,1
JCSIMOVEIS,"R. Cel. João José Massaneiro, 206 - Centro, São José dos Pinhais - PR, 83005-220",jcsimoveis.com,https://www.jcsimoveis.com,(41) 99974-6710,https://wa.me/5541999746710,Imobiliária,"Centro, São José dos Pinhais",1,5.0,-25.5387052,-49.2412489,1
Giembra Imóveis,"R. Mendes Leitão, 3036 - Centro, São José dos Pinhais - PR, 83005-150",giembraimoveis.com.br,https://www.giembraimoveis.com.br,(41) 3024-1220,https://wa.me/554130241220,Imobiliária,"Centro, São José dos Pinhais",8,4.5,-25.5387052,-49.2412489,1
Imóveis Alto Padrão Curitiba - Alessandra Tomsons Iwankiw,"R. Veríssimo Marques, 1245 - Centro, São José dos Pinhais - PR, 83005-410",instagram.com,https://www.instagram.com,(41) 99132-5200,https://wa.me/5541991325200,Imobiliária,"Centro, São José dos Pinhais",10,5.0,-25.5387052,-49.2412489,1
Prysi Gestão Imobiliaria Ltda,"Edifício Loewen, Rua Dona Izabel A Redentora, 2356 - Térreo - Centro, São José dos Pinhais - PR, 83005-010",prysigestaoimobiliaria.com.br,https://www.prysigestaoimobiliaria.com.br,(41) 99993-9986,https://wa.me/5541999939986,Imobiliária,"Centro, São José dos Pinhais",12,5.0,-25.5387052,-49.2412489,1
Campo Bravo Negócios Imobiliarios,"Rua Dona Izabel A Redentora, 2356 - Sala 51 - Centro, São José dos Pinhais - PR, 83005-110",campobravo.com.br,https://www.campobravo.com.br,(41) 99285-6790,https://wa.me/5541992856790,Imobiliária,"Centro, São José dos Pinhais",27,5.0,-25.5387052,-49.2412489,1
Broker Center Imóveis,"R. Castro, 185 - Cruzeiro, São José dos Pinhais - PR, 83010-080",brokercenter.com.br,https://www.brokercenter.com.br,(41) 99879-3617,https://wa.me/5541998793617,Imobiliária,"Centro, São José dos Pinhais",3,5.0,-25.5387052,-49.2412489,1
WDUTRAIMOVEIS Curitiba e Região | Imóveis São José dos Pinhais,"R. Dênis Diderot, 101 - Aristocrata, São José dos Pinhais - PR, 83030-240",,,(41) 99274-7299,https://wa.me/5541992747299,Imobiliária,"Centro, São José dos Pinhais",2,3.5,-25.5387052,-49.2412489,1
Bortolini imobiliária,"Rua Capitão Tobias Pereira 1573 - Centro, São José dos Pinhais - PR, 83005-050",bortoliniimobiliaria.com.br,https://www.bortoliniimobiliaria.com.br,(41) 98893-5800,https://wa.me/5541988935800,Imobiliária,"Centro, São José dos Pinhais",15,4.9,-25.5387052,-49.2412489,1
C Silva Imóveis,"R. João Ângelo Cordeiro, 1023 - São Pedro, São José dos Pinhais - PR, 83005-570",,,(41) 99810-4622,https://wa.me/5541998104622,Imobiliária,"Centro, São José dos Pinhais",2,5.0,-25.5387052,-49.2412489,1
SAAR imóveis,"R. Visc. do Rio Branco, 2279 - Centro, São José dos Pinhais - PR, 83005-420",saarimoveis.com,https://www.saarimoveis.com,(41) 99204-0392,https://wa.me/5541992040392,Imobiliária,"Centro, São José dos Pinhais",25,4.7,-25.5387052,-49.2412489,1
Tama,"R. Germano Schlogel, 12 - sobre loja - São Cristóvão, São José dos Pinhais - PR, 83005-230",tamaimoveis.com.br,https://www.tamaimoveis.com.br,(41) 99215-1977,https://wa.me/5541992151977,Imobiliária,"Centro, São José dos Pinhais",10,5.0,-25.5387052,-49.2412489,1
KFG Imóveis,"R. XV de Novembro, 2175 - Centro, São José dos Pinhais - PR, 83005-000",kfgimoveis.com.br,https://www.kfgimoveis.com.br,(41) 99703-4238,https://wa.me/5541997034238,Imobiliária,"Centro, São José dos Pinhais",11,5.0,-25.5387052,-49.2412489,1
Kero Imóveis São José dos Pinhais,"Av. Castro Alves - Boneca do Iguaçu, São José dos Pinhais - PR, 83040-620",keroimoveis.com,https://www.keroimoveis.com,(41) 99907-4004,https://wa.me/5541999074004,Imobiliária,"Centro, São José dos Pinhais",,,-25.5387052,-49.2412489,1
Macedo Imoveis,"R. Maria Helena, nº 411 - São Pedro, São José dos Pinhais - PR, 83005-480",,,(41) 99965-1505,https://wa.me/5541999651505,Imobiliária,"Centro, São José dos Pinhais",4,5.0,-25.5387052,-49.2412489,1
Imobiliária Imo House Ltda,"R. Joaquim Nabuco, 1819 - Centro, São José dos Pinhais - PR, 83005-160",imohouse.com.br,https://www.imohouse.com.br,(41) 3058-5172,https://wa.me/554130585172,Imobiliária,"Centro, São José dos Pinhais",,,-25.5387052,-49.2412489,1
Jc Imóveis futuro,"R. Barão do Cerro Azul, 952 - TERREOSALA 552 - Centro, São José dos Pinhais - PR, 83030-430",imoveisfuturos.com.br,https://www.imoveisfuturos.com.br,(41) 99135-3258,https://wa.me/5541991353258,Imobiliária,"Centro, São José dos Pinhais",,,-25.5387052,-49.2412489,1
Orlando Silva Empreendimentos Imobiliários,"R. Aristídes França, 882 - Cidade Jardim, São José dos Pinhais - PR, 83035-170",orlandosilva.imb.br,https://www.orlandosilva.imb.br,(41) 3283-5109,https://wa.me/554132835109,Imobiliária,"Centro, São José dos Pinhais",14,3.6,-25.5387052,-49.2412489,1
VCF Imóveis,"R. Veríssimo Marques, 1309 - Centro, São José dos Pinhais - PR, 83005-410",grupovcfimoveis.com.br,https://www.grupovcfimoveis.com.br,(41) 98864-1289,https://wa.me/5541988641289,Imobiliária,"Centro, São José dos Pinhais",1,5.0,-25.5387052,-49.2412489,1
JCW Imóveis,"R. João Bonk, 57 - Cidade Jardim, São José dos Pinhais - PR, 83035-130",jcwimoveis.com.br,https://www.jcwimoveis.com.br,(41) 98402-7699,https://wa.me/5541984027699,Imobiliária,"Centro, São José dos Pinhais",7,3.3,-25.5387052,-49.2412489,1
Vittore Imóveis,"R. Jorge Mansos do Nascimento Teixeira, 500 - São Pedro, São José dos Pinhais - PR, 83005-500",vittoreimoveis.com.br,https://www.vittoreimoveis.com.br,(41) 99188-5931,https://wa.me/5541991885931,Imobiliária,"Centro, São José dos Pinhais",6,5.0,-25.5387052,-49.2412489,1
J. Aguiar Negócios Imobiliários,"R. João de Brito, 90 - Cruzeiro, São José dos Pinhais - PR, 83010-090",instagram.com,https://www.instagram.com,(41) 98704-8082,https://wa.me/5541987048082,Imobiliária,"Centro, São José dos Pinhais",2,5.0,-25.5387052,-49.2412489,1
