name,address,domain,website,phone_number,whatsapp_link,category,location,reviews_count,reviews_average,latitude,longitude,status
Plataforma MFG Imóveis,"Av. Brasil, 1016 - Eucaliptos, Fazenda Rio Grande - PR, 83820-074",,,(41) 99706-5600,https://wa.me/5541997065600,Imobiliária,"Eucaliptos, Fazenda Rio Grande",1,5.0,-25.6510692,-49.3252776,1
Imobiliária Revolution Broker,"Av. Brasil, 1871 - Sala 04 - Eucaliptos, Fazenda Rio Grande - PR, 83820-262",revolutionbroker.com.br,https://www.revolutionbroker.com.br,(41) 99675-7690,https://wa.me/5541996757690,Imobiliária,"Eucaliptos, Fazenda Rio Grande",12,5.0,-25.6510692,-49.3252776,1
Imobiliária Realiza Requinte,"Av. Brasil, 2222 - Sala 11 C - Nações, Fazenda Rio Grande - PR, 83823-044",realizarequinte.com.br,https://www.realizarequinte.com.br,(41) 99907-2158,https://wa.me/5541999072158,Imobiliária,"Eucaliptos, Fazenda Rio Grande",,,-25.6510692,-49.3252776,1
Rm Prime,"Tv. Caviúna, 122 - Eucaliptos, Fazenda Rio Grande - PR, 83820-053",,,(41) 98746-8484,https://wa.me/5541987468484,Imobiliária,"Eucaliptos, Fazenda Rio Grande",1,5.0,-25.6510692,-49.3252776,1
Office of Farm Land Registry Rio Grande,"EDIF. BRANPAR OFFICE - R. Castanheira, 528 - 1º e 2ºandares - Eucaliptos, Fazenda Rio Grande - PR, 83820-056",registrofrg.com.br,https://www.registrofrg.com.br,(41) 3604-4264,https://wa.me/554136044264,Imobiliária,"Eucaliptos, Fazenda Rio Grande",134,3.7,-25.6510692,-49.3252776,1
AD Corretores de imóveis,"346, R. Sucupira, Fazenda Rio Grande - PR, 83820-482",,,(41) 99849-9901,https://wa.me/5541998499901,Imobiliária,"Eucaliptos, Fazenda Rio Grande",5,4.2,-25.6510692,-49.3252776,1
ALVES & ARRAIS IMÓVEIS,"R. Goiabeira, 126 - Loja 3 e 4 - Eucaliptos, Fazenda Rio Grande - PR, 83820-527",,,(41) 3060-3330,https://wa.me/554130603330,Imobiliária,"Eucaliptos, Fazenda Rio Grande",12,4.0,-25.6510692,-49.3252776,1
Corretor Elder Melo,"Av. Brasil, 3287 - Eucaliptos, Fazenda Rio Grande - PR, 83820-065",,,(41) 98750-1335,https://wa.me/5541987501335,Imobiliária,"Eucaliptos, Fazenda Rio Grande",2,5.0,-25.6357499,-49.3127868,1
Imóveis Agalli - Filial FRG,"Av. Araucárias, 142 - Loja 18 e 19 - Eucaliptos, Fazenda Rio Grande - PR, 83820-071",imoveisagalli.com.br,https://www.imoveisagalli.com.br,,,Imobiliária,"Eucaliptos, Fazenda Rio Grande",1,5.0,-25.6357499,-49.3127868,1
Betel Soluções Imobiliárias,"R. Sucupira, 241 - Eucaliptos, Fazenda Rio Grande - PR, 83820-482",betelimob.com,https://www.betelimob.com,(41) 99625-7809,https://wa.me/5541996257809,Imobiliária,"Eucaliptos, Fazenda Rio Grande",,,-25.6448013,-49.3293662,1
Adeodato,"Eucaliptos, Fazenda Rio Grande - State of Paraná",aloimoveis.com,https://www.aloimoveis.com,,,Imobiliária,"Eucaliptos, Fazenda Rio Grande",85,4.6,-25.6448013,-49.3293662,1
Agne imóveis - Imobiliária,"R. Castanheira, 598 - sala 07- 2 andar - Eucaliptos, Fazenda Rio Grande - PR, 83820-262",agneimoveis.com.br,https://www.agneimoveis.com.br,,,Imobiliária,"Eucaliptos, Fazenda Rio Grande",24,5.0,-25.6529361,-49.3288251,1
Investifaz Imóveis,"R. Jequitibá, 825 - Nações, Fazenda Rio Grande - PR, 83820-026",,,(41) 99797-2000,https://wa.me/5541997972000,Imobiliária,"Eucaliptos, Fazenda Rio Grande",1,5.0,-25.6529361,-49.3288251,1
Feirão de Imóveis Fazenda Rio Grande,"Av. Brasil, 4267-3899 - Eucaliptos, Fazenda Rio Grande - PR",,,(41) 3113-0404,https://wa.me/554131130404,Imobiliária,"Eucaliptos, Fazenda Rio Grande",,,-25.6304529,-49.3057028,1
Dinorti Empreendimentos,"R. Jacarandá, 82 - Sala 23 - Shopping Castelo, Fazenda Rio Grande - PR, 83825-014",,,(41) 99824-7980,https://wa.me/5541998247980,Imobiliária,"Eucaliptos, Fazenda Rio Grande",2,5.0,-25.6499393,-49.3295224,1
Leblon Administração de Bens Imóveis Ltda,"Eucaliptos, Fazenda Rio Grande - State of Paraná",,,,,Imobiliária,"Eucaliptos, Fazenda Rio Grande",,,-25.6333511,-49.3035563,1
ATOZO IMÓVEIS,"Av. Brasil, 2472 - Sala 09 - Nações, Fazenda Rio Grande - PR, 83820-262",atozoimoveis.com.br,https://www.atozoimoveis.com.br,(41) 99209-3228,https://wa.me/5541992093228,Imobiliária,"Eucaliptos, Fazenda Rio Grande",30,5.0,-25.6333511,-49.3035563,1
IRINEU FRITZ -Consultoria Imobiliaria,"Av. Brasil, 2472 - Nações, Fazenda Rio Grande - PR, 83823-050",irineufritz.com.br,https://www.irineufritz.com.br,(41) 99707-9079,https://wa.me/5541997079079,Imobiliária,"Eucaliptos, Fazenda Rio Grande",2,5.0,-25.6529393,-49.3263995,1
Afável Imoveis,"R. Itália, 120 - Nações, Fazenda Rio Grande - PR, 83823-020",afavelimoveis.com.br,https://www.afavelimoveis.com.br,(41) 3113-0708,https://wa.me/554131130708,Imobiliária,"Eucaliptos, Fazenda Rio Grande",20,3.6,-25.6529393,-49.3263995,1
Construtora Ziliotto,"Av. Venezuela - Eucaliptos, Fazenda Rio Grande - PR, 83820-455",instagram.com,https://www.instagram.com,(41) 98505-8002,https://wa.me/5541985058002,Imobiliária,"Eucaliptos, Fazenda Rio Grande",16,4.7,-25.6529393,-49.3263995,1
A Conceito - Engenharia e Marcenaria,"R. Erva-Mate, 98 - Eucaliptos, Fazenda Rio Grande - PR, 83820-424",,,,,Imobiliária,"Eucaliptos, Fazenda Rio Grande",,,-25.6423844,-49.3115677,1
Vórtex Imobiliária,"Av. Venezuela, 51 - sala 1 - 2º andar - Eucaliptos, Fazenda Rio Grande - PR, 83820-554",vorteximoveis.com.br,https://www.vorteximoveis.com.br,(41) 98781-3804,https://wa.me/5541987813804,Imobiliária,"Eucaliptos, Fazenda Rio Grande",3,5.0,-25.6423844,-49.3115677,1
Agil s.i ltda,"Av. Cedro, 383 - Eucaliptos, Fazenda Rio Grande - PR, 83820-004",,,(41) 98849-1556,https://wa.me/5541988491556,Imobiliária,"Eucaliptos, Fazenda Rio Grande",,,-25.6517768,-49.3254552,1
Pinzon Imóveis,"Av. Tomaz Edson de Andrade Vieira, 666 - Eucaliptos, Fazenda Rio Grande - PR, 83820-701",pinzonrealty.com.br,https://www.pinzonrealty.com.br,(41) 99590-9915,https://wa.me/5541995909915,Imobiliária,"Eucaliptos, Fazenda Rio Grande",,,-25.6395213,-49.3072071,1
Valente Imóveis,"Av. Brasil, 2259 - 4 - Eucaliptos, Fazenda Rio Grande - PR, 83820-470",api.whatsapp.com,https://www.api.whatsapp.com,(41) 99773-0238,https://wa.me/5541997730238,Imobiliária,"Eucaliptos, Fazenda Rio Grande",2,5.0,-25.6395213,-49.3072071,1
Residencial Clube Gralha Azul,"Av. Venezuela, 1827 - Eucaliptos, Fazenda Rio Grande - PR, 83820-455",,,,,Imobiliária,"Eucaliptos, Fazenda Rio Grande",40,4.4,-25.6513001,-49.3254241,1
Rica Imóveis,"R. Egito, 50 A - Nações, Fazenda Rio Grande - PR, 83823-024",ricaimoveis.imb.br,https://www.ricaimoveis.imb.br,(41) 98861-3200,https://wa.me/5541988613200,Imobiliária,"Eucaliptos, Fazenda Rio Grande",,,-25.6565836,-49.3108207,1
BF CORDEIRO IMÓVEIS,"Av. Brasil, 2118 - Eucaliptos, Fazenda Rio Grande - PR, 83823-044",,,(41) 99830-1081,https://wa.me/5541998301081,Imobiliária,"Eucaliptos, Fazenda Rio Grande",,,-25.6546399,-49.3288828,1
SG Castelo Imóveis,"R. Jacarandá, 82 - Sala 7B - Nações, Fazenda Rio Grande - PR, 83820-004",sgcastelo.com.br,https://www.sgcastelo.com.br,(41) 99699-0232,https://wa.me/5541996990232,Imobiliária,"Eucaliptos, Fazenda Rio Grande",14,4.5,-25.6546399,-49.3288828,1
Imóveis do Paraná,"Av. Holanda - Nações, Fazenda Rio Grande - PR, 83823-194",,,(41) 99943-0340,https://wa.me/5541999430340,Imobiliária,"Eucaliptos, Fazenda Rio Grande",2,4.5,-25.662925,-49.3119976,1
Fazenda Imóveis,"R. César Carelli, 789 - Iguaçu, Fazenda Rio Grande - PR, 83833-477",fazendaimoveis.com.br,https://www.fazendaimoveis.com.br,(41) 98703-7255,https://wa.me/5541987037255,Imobiliária,"Eucaliptos, Fazenda Rio Grande",2,5.0,-25.6449195,-49.3387553,1
Residencial Gregório,"Eucaliptos, Fazenda Rio Grande - State of Paraná",,,,,Imobiliária,"Eucaliptos, Fazenda Rio Grande",5,5.0,-25.6449195,-49.3387553,1
LUCCA Imobiliária,"Av. Cedro, 283 - Eucaliptos, Fazenda Rio Grande - PR, 83820-004",luccaimobiliaria.com.br,https://www.luccaimobiliaria.com.br,,,Imobiliária,"Eucaliptos, Fazenda Rio Grande",,,-25.6483822,-49.3275016,1
Sabre corretores de imóveis,"Av. Brasil, 2473 - Sobreloja - Nações, Fazenda Rio Grande - PR, 83820-470",sabrecorretoresdeimoveis.com.br,https://www.sabrecorretoresdeimoveis.com.br,(41) 99939-4031,https://wa.me/5541999394031,Imobiliária,"Eucaliptos, Fazenda Rio Grande",10,5.0,-25.6483822,-49.3275016,1
R. A. Almeida & Cia LTDA,"Torre do Sol - R. Francisco Claudino dos Santos, 354 - Pioneiros, Fazenda Rio Grande - PR, 83833-008",raalmeida.com.br,https://www.raalmeida.com.br,(41) 3060-2031,https://wa.me/554130602031,Imobiliária,"Eucaliptos, Fazenda Rio Grande",3,5.0,-25.6483822,-49.3275016,1
Casa Fácil,"R. César Carelli, 375 - sala 17 - Pioneiros, Fazenda Rio Grande - PR, 83833-054",casafacil.imovel.in,https://www.casafacil.imovel.in,(41) 98898-1411,https://wa.me/5541988981411,Imobiliária,"Eucaliptos, Fazenda Rio Grande",1,5.0,-25.6483822,-49.3275016,1
CJK Soluções Imobiliárias,"Av. Brasil, n° 1725 - Eucaliptos, Fazenda Rio Grande - PR, 83820-065",cjksolucoesimobiliarias.com.br,https://www.cjksolucoesimobiliarias.com.br,(41) 98728-4126,https://wa.me/5541987284126,Imobiliária,"Eucaliptos, Fazenda Rio Grande",,,-25.6483822,-49.3275016,1
Milênio Gold Imóveis,"R. Rio Eufrates, 65 - Sala 10 - Iguaçu, Fazenda Rio Grande - PR, 83833-088",imoveismilenio.com.br,https://www.imoveismilenio.com.br,(41) 98862-8021,https://wa.me/5541988628021,Imobiliária,"Eucaliptos, Fazenda Rio Grande",,,-25.6483822,-49.3275016,1
Siao Imoveis,"Av. das Américas, 200 - Eucaliptos, Fazenda Rio Grande - PR, 83820-027",siaoimoveis.com,https://www.siaoimoveis.com,(41) 3373-4500,https://wa.me/554133734500,Imobiliária,"Eucaliptos, Fazenda Rio Grande",1,1.0,-25.6483822,-49.3275016,1
Condomínio Industrial - Green Company,"Av. Francisco Ferreira da Cruz, 6030 - Eucaliptos, Fazenda Rio Grande - PR, 83820-293",,,(41) 98851-2991,https://wa.me/5541988512991,Imobiliária,"Eucaliptos, Fazenda Rio Grande",65,4.3,-25.6465498,-49.2793401,1
Escritório Imobiliário Nelson Kachinski,"Av. Carlos Eduardo Nichele, 1542 - 04 - Iguaçu, Fazenda Rio Grande - PR, 83833-022",,,(41) 3627-1672,https://wa.me/554136271672,Imobiliária,"Eucaliptos, Fazenda Rio Grande",1,5.0,-25.6452708,-49.3316482,1
MOSI Imóveis,"R. César Carelli, 335 - Sala 8 - Iguaçu, Fazenda Rio Grande - PR, 83833-054",,,(41) 99195-5886,https://wa.me/5541991955886,Imobiliária,"Eucaliptos, Fazenda Rio Grande",11,2.9,-25.6452708,-49.3316482,1
Incorporadora Edifika,"R. Inglaterra, 76 - Eucaliptos, Fazenda Rio Grande - PR, 83820-038",incorporadoraedifika.com.br,https://www.incorporadoraedifika.com.br,(41) 99532-2720,https://wa.me/5541995322720,Imobiliária,"Eucaliptos, Fazenda Rio Grande",1,5.0,-25.6452708,-49.3316482,1
Bairro Eucaliptos,"R. Quaresmeira, 210 - Eucaliptos, Fazenda Rio Grande - PR, 83820-494",,,,,Imobiliária,"Eucaliptos, Fazenda Rio Grande",3,4.3,-25.644144,-49.32039,1
Jr Pelanda Imóveis,"R. França, 503 - Eucaliptos, Fazenda Rio Grande - PR, 83820-029",,,(41) 3060-1900,https://wa.me/554130601900,Imobiliária,"Eucaliptos, Fazenda Rio Grande",,,-25.644144,-49.32039,1
GVZ Imóveis,"Av. Cedro, 343 - sala 4 - Eucaliptos, Fazenda Rio Grande - PR, 83820-004",,,(41) 3550-1450,https://wa.me/554135501450,Imobiliária,"Eucaliptos, Fazenda Rio Grande",,,-25.644144,-49.32039,1
Route Imobiliária Corporativa,"R. Prof. Alfredo Gonchorovski, 25 - Pioneiros, Fazenda Rio Grande - PR, 83833-044",routeimoveis.com.br,https://www.routeimoveis.com.br,(41) 3150-5049,https://wa.me/554131505049,Imobiliária,"Eucaliptos, Fazenda Rio Grande",,,-25.644144,-49.32039,1
Imobiliária Marcondes,"Av. Portugal, 1707 - Nações, Fazenda Rio Grande - PR, 83823-343",imobiliariamarcondes.com.br,https://www.imobiliariamarcondes.com.br,(41) 3604-6776,https://wa.me/554136046776,Imobiliária,"Eucaliptos, Fazenda Rio Grande",161,4.4,-25.6415038,-49.3313887,1
Casa Bella FRG,"Av. Cedro, 609 - Eucaliptos, Fazenda Rio Grande - PR, 83820-524",casabellafrg.com.br,https://www.casabellafrg.com.br,,,Imobiliária,"Eucaliptos, Fazenda Rio Grande",,,-25.668112,-49.3226284,1
Fernanda Oliveira Corretora de Imóveis- Fazenda Rio Grande-PR.,,,,(41) 99864-7235,https://wa.me/5541998647235,Imobiliária,"Eucaliptos, Fazenda Rio Grande",3,3.7,-25.5320956,-49.3078226,1
Chanel Imóveis,"Av. Brasil, 2520 - Nações, Fazenda Rio Grande - PR, 83820-262",,,(41) 3627-0967,https://wa.me/554136270967,Imobiliária,"Eucaliptos, Fazenda Rio Grande",1,5.0,-25.6534938,-49.3263534,1
JKF IMÓVEIS,"Av. Brasil, 2057 - Nações, Fazenda Rio Grande - PR, 83820-065",,,(41) 99993-7641,https://wa.me/5541999937641,Imobiliária,"Eucaliptos, Fazenda Rio Grande",,,-25.6534938,-49.3263534,1
França Imóveis,"Av. Brasil, 2118 - Nações, Fazenda Rio Grande - PR, 83823-044",dfrancaimoveis.com.br,https://www.dfrancaimoveis.com.br,(41) 98750-3814,https://wa.me/5541987503814,Imobiliária,"Eucaliptos, Fazenda Rio Grande",12,5.0,-25.6534938,-49.3263534,1
Gratidão imóveis,"R. Grécia, 114 - sala 07 - Nações, Fazenda Rio Grande - PR, 83823-016",instagram.com,https://www.instagram.com,(41) 99731-8312,https://wa.me/5541997318312,Imobiliária,"Eucaliptos, Fazenda Rio Grande",2,5.0,-25.6534938,-49.3263534,1
S Invest,"R. César Carelli, 440 - Pioneiros, Fazenda Rio Grande - PR, 83833-477",,,,,Imobiliária,"Eucaliptos, Fazenda Rio Grande",1,5.0,-25.6534938,-49.3263534,1
Portela Franco Imóveis,"Av. Brasil, 2508 - Nações, Fazenda Rio Grande - PR, 83823-050",portelafrancoimoveis.com.br,https://www.portelafrancoimoveis.com.br,(41) 99874-6779,https://wa.me/5541998746779,Imobiliária,"Eucaliptos, Fazenda Rio Grande",1,5.0,-25.6533907,-49.3263621,1
