name,address,domain,website,phone_number,whatsapp_link,category,location,reviews_count,reviews_average,latitude,longitude,status
Rutz Veterinary Clinic,"R. Pedro Hansaul, 149 - Portão, Curitiba - PR, 81070-220",,,(41) 3229-0681,https://wa.me/554132290681,veterinária,curitiba,469,4.7,-25.476729,-49.3423999,1
Vet Socorro Pinheirinho - Clínica Veterinária 24h,"Rua Cid Marcondes de Albuquerque, 2352 - Pinheirinho, Curitiba - PR, 81825-080",vetsocorro.com.br,https://www.vetsocorro.com.br,,,veterinária,curitiba,897,4.4,-25.5241634,-49.305658,1
S. O. S. Veterinary Clinic,"Av. Com. Franco, 3036 - Guabirotuba, Curitiba - PR, 81520-000",sosveterinaria.com.br,https://www.sosveterinaria.com.br,(41) 3296-8673,https://wa.me/554132968673,veterinária,curitiba,1224,4.6,-25.4601237,-49.2745449,1
FONTANA Veterinary Clinic,"R. Waldemar Loureiro Campos, 2791 - Boqueirão, Curitiba - PR, 81670-360",veterinariafontana.vet.br,https://www.veterinariafontana.vet.br,(41) 3045-3246,https://wa.me/554130453246,veterinária,curitiba,210,4.5,-25.508426,-49.3003619,1
Hospital Vet Levet - O melhor de Curitiba,"Rua Cândido Xavier, 731 - Água Verde, Curitiba - PR, 80240-280",hvlevet.com.br,https://www.hvlevet.com.br,(41) 3029-5284,https://wa.me/554130295284,veterinária,curitiba,387,4.8,-25.4525444,-49.3266641,1
Clinifel Clínica Veterinária 24 horas,"Av. Iguaçu, 608 - Rebouças, Curitiba - PR, 80230-020",clinifel.com.br,https://www.clinifel.com.br,(41) 3029-1044,https://wa.me/554130291044,veterinária,curitiba,251,4.8,-25.4413674,-49.3039396,1
Hospital Veterinário Santa Vida - Agronômica | Clínica Veterinária em Florianópolis | Veterinário 24 Horas | Pet Shop,"R. Delminda Silveira, 855 - Agronômica, Florianópolis - SC, 88025-500",hvsantavida.com.br,https://www.hvsantavida.com.br,(48) 3380-6161,https://wa.me/554833806161,veterinária,florianopolis,945,4.5,-27.5478207,-48.6590892,1
Hospital Veterinário Vet Ilha - Plantão 24 horas,"R. Antônio Dib Mussi, 487 - Centro, Florianópolis - SC, 88015-110",hospitalvetilha.com.br,https://www.hospitalvetilha.com.br,(48) 3380-9606,https://wa.me/554833809606,veterinária,florianopolis,311,4.8,-27.5769473,-48.8156687,1
Veterinary Clinic 3 Brothers,"R. Luís Delfino, 34 - Centro, Florianópolis - SC, 88015-360",veterinaria3irmaos.com.br,https://www.veterinaria3irmaos.com.br,(48) 3322-3390,https://wa.me/554833223390,veterinária,florianopolis,804,4.6,-27.5769473,-48.8156687,1
Hospital Veterinário Florianópolis,"R. João Cruz e Silva, 91 - Estreito, Florianópolis - SC, 88070-260",hvflorianopolis.com.br,https://www.hvflorianopolis.com.br,(48) 3047-0195,https://wa.me/554830470195,veterinária,florianopolis,1103,4.4,-27.5769473,-48.8156687,1
Hospital Veterinário 24 Horas iPet Florianópolis,"R. Ernesto Stodieck, 80 - Centro, Florianópolis - SC, 88025-130",hospitalipet.com.br,https://www.hospitalipet.com.br,(48) 3054-9080,https://wa.me/554830549080,veterinária,florianopolis,412,4.8,-27.5769473,-48.8156687,1
Clinica Veterinária Zooflora - Pronto atendimento e Emergência Veterinária 24 Horas,"Servidão Elpídio da Rocha, 86 - Rio Tavares, Florianópolis - SC, 88048-398",clinicazooflora.com.br,https://www.clinicazooflora.com.br,(48) 3307-3581,https://wa.me/554833073581,veterinária,florianopolis,330,4.6,-27.5769473,-48.8156687,1
San Satri - Clínica e Hospital Veterinário | Emergência 24H,"Rodovia Dr. Antônio Luiz Moura Gonzaga, 2846 - Rio Tavares, Florianópolis - SC, 88048-300",sansatri.com.br,https://www.sansatri.com.br,(48) 3307-9337,https://wa.me/554833079337,veterinária,florianopolis,185,4.8,-27.5769473,-48.8156687,1
Vetval Veterinary Clinic in Trinidad,"R. Trajano Margarida, 243 - Trindade, Florianópolis - SC, 88036-050",omelhordobairro.com,https://www.omelhordobairro.com,(48) 99189-5297,https://wa.me/5548991895297,veterinária,florianopolis,383,4.6,-27.5769473,-48.8156687,1
Vettis Clínica Veterinária 24h | Ingleses | Florianópolis,"Rod. João Gualberto Soares, 83 - Ingleses Norte, Florianópolis - SC, 88058-300",vettis.com.br,https://www.vettis.com.br,(48) 99158-1896,https://wa.me/5548991581896,veterinária,florianopolis,115,4.2,-27.5769473,-48.8156687,1
HVD - Hospital Veterinário Darabas - Florianópolis,"R. Silva Jardim, 319 - Centro, Florianópolis - SC, 88020-199",,,(48) 3242-1557,https://wa.me/554832421557,veterinária,florianopolis,273,4.7,-27.5769473,-48.8156687,1
Clínica Veterinária Doctor Pet,"Av. Mauro Ramos, 383 - Centro, Florianópolis - SC, 88020-301",doctorpetcv.com.br,https://www.doctorpetcv.com.br,(48) 99945-1237,https://wa.me/5548999451237,veterinária,florianopolis,89,4.5,-27.5769473,-48.8156687,1
Aurum Vet | Clínica Veterinária e Banho e Tosa em Florianópolis,"R. Rui Barbosa, 146 - Agronômica, Florianópolis - SC, 88025-301",linkme.bio,https://www.linkme.bio,(48) 99101-4056,https://wa.me/5548991014056,veterinária,florianopolis,30,5.0,-27.5769473,-48.8156687,1
Jurerê Veterinary Hospital,"Rodovia Jornalista Maurício Sirotski Sobrinho, 5667 - Jurerê, Florianópolis - SC, 88053-700",hvj.com.br,https://www.hvj.com.br,(48) 3284-2102,https://wa.me/554832842102,veterinária,florianopolis,379,4.8,-27.5769473,-48.8156687,1
Vex - Veterinary Medicine Diagnostic,"R. Lauro Linhares, 69 - Agronômica, Florianópolis - SC, 88036-000",vexveterinaria.com,https://www.vexveterinaria.com,(48) 99141-6543,https://wa.me/5548991416543,veterinária,florianopolis,508,4.6,-27.5769473,-48.8156687,1
Amma Suporte Veterinário,"R. Alm. Carlos da Silveira Carneiro, 182 - Agronômica, Florianópolis - SC, 88025-350",ammasuportevet.com,https://www.ammasuportevet.com,(48) 98816-5331,https://wa.me/5548988165331,veterinária,florianopolis,165,4.7,-27.5769473,-48.8156687,1
Veterinary Clinic Animal S.O.S,"Rua Desembargador Flávio Tavares da Cunha Mello, 145 - Coqueiros, Florianópolis - SC, 88085-710",sosanimaisvet.com.br,https://www.sosanimaisvet.com.br,(48) 99961-2139,https://wa.me/5548999612139,veterinária,florianopolis,223,4.7,-27.5769473,-48.8156687,1
Amparo Hospital Veterinário 24 horas,"R. Intendente João Nunes Vieira, 891 - Ingleses do Rio Vermelho, Florianópolis - SC, 88058-100",amparohospitalveterinario.com.br,https://www.amparohospitalveterinario.com.br,(48) 3209-9335,https://wa.me/554832099335,veterinária,florianopolis,636,4.7,-27.5769473,-48.8156687,1
Atendimento Veterinário Domiciliar - Élito Araújo,"Rodovia João Paulo, 15 - Trindade, Florianópolis - SC, 88030-300",,,(48) 99992-1969,https://wa.me/5548999921969,veterinária,florianopolis,13,4.7,-27.5769473,-48.8156687,1
PetCare Center - PetShop e Clínica Veterinária,"R. Des. Arno Hoeschl, 67 - 2º Andar - Centro, Florianópolis - SC, 88015-620",petcarecenter.com.br,https://www.petcarecenter.com.br,(48) 3025-1118,https://wa.me/554830251118,veterinária,florianopolis,260,4.7,-27.5769473,-48.8156687,1
Veterinary Clinic Lovely - Dog,"Rua Araci Vaz Callado, 587 - Estreito, Florianópolis - SC, 88070-750",lovelydog.com.br,https://www.lovelydog.com.br,(48) 3244-0145,https://wa.me/554832440145,veterinária,florianopolis,1047,4.6,-27.5769473,-48.8156687,1
Clinica Veterinária SOS PET 24 Horas,"Av. Brg. da Silva Paes, 305 - Campinas, São José - SC, 88101-250",sospetsc.com.br,https://www.sospetsc.com.br,(48) 4105-3406,https://wa.me/554841053406,veterinária,florianopolis,160,4.4,-27.5769473,-48.8156687,1
Vettis Clínica Veterinária 24h | Córrego Grande | Florianópolis,"R. Vera Linhares de Andrade, 2201 - Sala 08 e 09 - Córrego Grande, Florianópolis - SC, 88034-700",vettis.com.br,https://www.vettis.com.br,(48) 99106-0035,https://wa.me/5548991060035,veterinária,florianopolis,180,4.6,-27.5769473,-48.8156687,1
Perola Negra Pet Shop - PLANTÃO 24H,"R. Altamiro Guimarães, 285 - Centro, Florianópolis - SC, 88015-510",perolanegrapet.com.br,https://www.perolanegrapet.com.br,(48) 99147-3605,https://wa.me/5548991473605,veterinária,florianopolis,180,4.7,-27.5769473,-48.8156687,1
Vila Animal Centro Veterinário,"R. Maestro Aldo Krieger, 54 - Loja 03 - Córrego Grande, Florianópolis - SC, 88037-500",facebook.com,https://www.facebook.com,(48) 99921-2448,https://wa.me/5548999212448,veterinária,florianopolis,208,4.7,-27.5769473,-48.8156687,1
Centro Veterinário AnimalVet - Dr. Carlos Pirk,"Rua dos Lordes, 62 - Ingleses Norte, Florianópolis - SC, 88058-525",animalvet.vet.br,https://www.animalvet.vet.br,(48) 99120-1780,https://wa.me/5548991201780,veterinária,florianopolis,217,4.9,-27.5769473,-48.8156687,1
Petderma - Dermatologia Veterinária no Campo Belo,"R. República do Iraque, 1497 - Campo Belo, São Paulo - SP, 04611-003",petderma.com.br,https://www.petderma.com.br,(11) 98981-2898,https://wa.me/5511989812898,veterinária,sao paulo,435,4.9,-23.6230964,-46.7610674,1
Hospital Veterinário +PET,"Av. Dr. Chucri Zaidan, 150 - Vila Cordeiro, São Paulo - SP, 04583-110",maispetoficial.com.br,https://www.maispetoficial.com.br,(11) 94167-1234,https://wa.me/5511941671234,veterinária,sao paulo,325,4.9,-23.622244,-46.9578031,1
São Paulo Veterinary Hospital,"Av. Nordestina, 581 - Vila Americana, São Paulo - SP, 08021-000",hovetsp.com.br,https://www.hovetsp.com.br,(11) 2533-0000,https://wa.me/551125330000,veterinária,sao paulo,2420,4.5,-23.4981209,-46.7291565,1
Veterinary Vet People's Hospital,"Av. Conselheiro Carrão, 2694 - Vila Carrão, São Paulo - SP, 03402-002",vetpopular.com.br,https://www.vetpopular.com.br,(11) 5555-3517,https://wa.me/551155553517,veterinária,sao paulo,3597,4.4,-23.4981209,-46.7291565,1
Animal Life | Hospital Veterinário no Morumbi - SP | Veterinários 24 Horas,"R. Clarindo, 27 - Vila Andrade, São Paulo - SP, 05718-300",animalife.com.br,https://www.animalife.com.br,(11) 3774-0203,https://wa.me/551137740203,veterinária,sao paulo,460,4.8,-23.4981209,-46.7291565,1
Animal Center São Paulo,"Estrada do M'Boi Mirim, 2084 - Jardim das Flores, São Paulo - SP, 04905-001",animalcentersp.com.br,https://www.animalcentersp.com.br,(11) 2129-6500,https://wa.me/551121296500,veterinária,sao paulo,893,4.4,-23.6367594,-47.0247753,1
Wildvet Clínica Veterinária,"R. Prof. Vahia de Abreu, 514 - Itaim Bibi, São Paulo - SP, 04549-002",wildvet.com.br,https://www.wildvet.com.br,(11) 3045-0045,https://wa.me/551130450045,veterinária,sao paulo,985,4.7,-23.6367594,-47.0247753,1
Veros Hospital Veterinário,"Av. Brigadeiro Luís Antônio, 4643 - Jardim Paulista, São Paulo - SP, 01401-002",veros.vet,https://www.veros.vet,(11) 3900-7000,https://wa.me/551139007000,veterinária,sao paulo,906,4.5,-23.6367594,-47.0247753,1
Clinica veterinária Salva Pet São Paulo Atendimento 24HORAS,"Rua Lacônia, 22 - Vila Mascote, São Paulo - SP, 04634-020",,,(11) 94373-7255,https://wa.me/5511943737255,veterinária,sao paulo,428,4.4,-23.6367594,-47.0247753,1
Vet Domus | Centro Veterinário 24H,"R. Cipriano Juca, 61 - Pinheiros, São Paulo - SP, 05436-120",vetdomus.com.br,https://www.vetdomus.com.br,(11) 95585-4240,https://wa.me/5511955854240,veterinária,sao paulo,336,4.8,-23.6367594,-47.0247753,1
Veterinary Medical Center - 24 Hours,"Estrada do M'Boi Mirim, 2084 - Jardim das Flores, São Paulo - SP, 04905-021",animalcentersp.com.br,https://www.animalcentersp.com.br,(11) 2129-6500,https://wa.me/551121296500,veterinária,sao paulo,588,4.3,-23.6367594,-47.0247753,1
Animal Bello Clínica Veterinária 24Horas,"R. Martiniano de Carvalho, 62 - e 81 - Bela Vista, São Paulo - SP, 01321-000",animalbello.com,https://www.animalbello.com,(11) 99149-1021,https://wa.me/5511991491021,veterinária,sao paulo,144,4.2,-23.6367594,-47.0247753,1
WeVets | Hospital Veterinário 24h | Unidade Braz Leme,"Av. Braz Leme, 368 - Casa Verde, São Paulo - SP, 02511-000",wevets.com.br,https://www.wevets.com.br,(11) 2853-0762,https://wa.me/551128530762,veterinária,sao paulo,925,4.1,-23.6367594,-47.0247753,1
Hospital Veterinário 24h Pompeia,"Av. Pompéia, 633 - Pompeia, São Paulo - SP, 05023-000",wevets.com.br,https://www.wevets.com.br,(11) 3164-0182,https://wa.me/551131640182,veterinária,sao paulo,1043,4.0,-23.6367594,-47.0247753,1
Veterinary Hospital 24 Hs Vet Popular,"Av. Guapira, 669 - Tucuruvi, São Paulo - SP, 02265-001",vetpopular.com.br,https://www.vetpopular.com.br,(11) 5555-3517,https://wa.me/551155553517,veterinária,sao paulo,4290,4.2,-23.6367594,-47.0247753,1
Med Dog Veterinary Hospital 24 hours,"R. Heitor Peixoto, 799 - Vila Monumento, São Paulo - SP, 01543-001",meddog.com.br,https://www.meddog.com.br,(11) 2273-7908,https://wa.me/551122737908,veterinária,sao paulo,294,4.1,-23.6367594,-47.0247753,1
SaveVet - Centro Veterinário 24h - ZONA NORTE - JD SÃO PAULO,"Av. Leôncio de Magalhães, 1005 - Jardim São Paulo, São Paulo - SP, 02042-011",savevet.com.br,https://www.savevet.com.br,(11) 2971-3387,https://wa.me/551129713387,veterinária,sao paulo,632,4.6,-23.6367594,-47.0247753,1
Clínica veterinária Animal Center 2 - 24 horas,"Av. Paulo Guilguer Reimberg, 204 - Vila Maria Fernandes, São Paulo - SP, 04856-200",animalcentersp.com.br,https://www.animalcentersp.com.br,(11) 2767-3516,https://wa.me/551127673516,veterinária,sao paulo,571,4.5,-23.6367594,-47.0247753,1
Pet Care Veterinary Hospital Unit Pacaembu,"Av. Pacaembu, 1839 - Consolação, São Paulo - SP, 01234-001",petcare.com.br,https://www.petcare.com.br,(11) 4673-0064,https://wa.me/551146730064,veterinária,sao paulo,336,4.2,-23.6367594,-47.0247753,1
WeVets | Centro 24h | Unidade Sena Madureira,"R. Sena Madureira, 898 - Vila Mariana, São Paulo - SP, 04021-001",wevets.com.br,https://www.wevets.com.br,(11) 5572-8778,https://wa.me/551155728778,veterinária,sao paulo,865,4.4,-23.6367594,-47.0247753,1
Nouvet,"R. Estados Unidos, 1626 - Jardim America, São Paulo - SP, 01427-002",nouvet.com.br,https://www.nouvet.com.br,(11) 3195-4993,https://wa.me/551131954993,veterinária,sao paulo,119,4.8,-23.6367594,-47.0247753,1
Vetnasa Lapa 24 horas - Clínica Veterinária 24h,"R. Clélia, 1017 - Lapa, São Paulo - SP, 05042-000",vetnasa.com.br,https://www.vetnasa.com.br,(11) 3868-3166,https://wa.me/551138683166,veterinária,sao paulo,1174,4.0,-23.6367594,-47.0247753,1
Clínica Veterinária São CãoMilo Ipiranga | Emergência e Atendimento Veterinário 24 HORAS,"Praça Min. Fagundes de Almeida, 40-B - Ipiranga, São Paulo - SP, 04261-120",veterinariasaocaomilo.com,https://www.veterinariasaocaomilo.com,(11) 2272-4869,https://wa.me/551122724869,veterinária,sao paulo,107,4.5,-23.6367594,-47.0247753,1
