name,address,domain,website,phone_number,whatsapp_link,category,location,reviews_count,reviews_average,latitude,longitude
Sato Vet Clínica Veterinária e Pet Shop,"R. Santa Catarina, 1722 - Água Verde, Curitiba - PR, 80630-120",instagram.com,https://www.instagram.com,(41) 99242-8687,https://wa.me/5541992428687,veterinária,"portão, curitiba",137,4.7,-25.474511,-49.3313163
Dra. Allessandra T. Knopf,"R. Antônio Ader - Fanny, Curitiba - PR, 81030-310",,,(41) 98446-7350,https://wa.me/5541984467350,veterinária,"portão, curitiba",,,-25.4851732,-49.3089968
Snow Dog Feira de Filhotes - Unidade Portão,"R. João Bettega, 455 - Portão, Curitiba - PR, 81070-000",snowdog.com.br,https://www.snowdog.com.br,(41) 99868-0270,https://wa.me/5541998680270,veterinária,"portão, curitiba",967,4.6,-25.4851732,-49.3089968
Clínica Veterinária Tânia Gomes,"R. João Rodolfo Schlenker, 195 - Água Verde, Curitiba - PR, 80620-000",,,(41) 3345-8447,https://wa.me/554133458447,veterinária,"portão, curitiba",52,4.9,-25.4753289,-49.3345436
GeoVet Clinica Veterinária e Banho e Tosa,"R. Prof. Ulisses Vieira, 448 - Vila Izabel, Curitiba - PR, 80320-090",geovet.simples.vet.br,https://www.geovet.simples.vet.br,(41) 99969-8341,https://wa.me/5541999698341,veterinária,"portão, curitiba",76,4.8,-25.4753289,-49.3345436
Instituto de Reabilitação Animal - Portão,"Rua Luiz Parigot de Souza, 221 - Portão, Curitiba - PR, 81070-050",iranimal.com.br,https://www.iranimal.com.br,(41) 99211-1486,https://wa.me/5541992111486,veterinária,"portão, curitiba",,,-25.4753289,-49.3345436
Clínica Veterinária Club do Guapeca,"Rua Eduardo Negrello, 85 - Novo Mundo, Curitiba - PR, 81020-280",,,(41) 98823-9697,https://wa.me/5541988239697,veterinária,"portão, curitiba",96,4.8,-25.4753289,-49.3345436
Médica Veterinária Lívia Santos,"R. João Bettega, 1710 - Portão, Curitiba - PR, 81070-001",,,(41) 99265-3019,https://wa.me/5541992653019,veterinária,"portão, curitiba",6,5.0,-25.4753289,-49.3345436
Pet Shop Cantinho do Cão,"R. Carlos Dietzsch, 675 - Portão, Curitiba - PR, 80330-000",,,(41) 3345-3352,https://wa.me/554133453352,veterinária,"portão, curitiba",49,4.5,-25.4753289,-49.3345436
Consultório Sapecao,"R. Alagoas, 3226 - Guaíra, Curitiba - PR, 80630-050",,,(41) 3079-7178,https://wa.me/554130797178,veterinária,"portão, curitiba",9,5.0,-25.4753289,-49.3345436
Clínica Veterinária Dra Ângela Regina,"R. Alagoas, 3226 - Guaíra, Curitiba - PR, 80630-050",,,,,veterinária,"portão, curitiba",,,-25.4753289,-49.3345436
Portal dos Bichos,"R. Pedro Zagonel, 343 - Novo Mundo, Curitiba - PR, 81050-110",facebook.com,https://www.facebook.com,(41) 3346-1553,https://wa.me/554133461553,veterinária,"portão, curitiba",211,4.7,-25.4753289,-49.3345436
Pet Sauro - Pet Shop,"Rua Luiz Parigot de Souza, 221 - Portão, Curitiba - PR, 81070-050",instagram.com,https://www.instagram.com,(41) 99664-4888,https://wa.me/5541996644888,veterinária,"portão, curitiba",112,4.9,-25.4753289,-49.3345436
Hospital Veterinário Derosso,"Rua Líbero Sant'Ana Nunes, 40 - Xaxim, Curitiba - PR, 81830-130",veterinariaderosso.com.br,https://www.veterinariaderosso.com.br,(41) 3275-8180,https://wa.me/554132758180,veterinária,"portão, curitiba",538,4.5,-25.508426,-49.3003619
Mundo das Patas,"R. Goiás, 419 - Água Verde, Curitiba - PR, 80620-060",instagram.com,https://www.instagram.com,(41) 99235-0221,https://wa.me/5541992350221,veterinária,"portão, curitiba",40,4.9,-25.508426,-49.3003619
Super Animal Clínica Veterinária,"R. Curupaitis, 1418 - sala a - Santa Quiteria, Curitiba - PR, 80310-180",,,(41) 3018-0007,https://wa.me/554130180007,veterinária,"portão, curitiba",29,5.0,-25.4656394,-49.3231658
Vida Animal Pet Shop,"R. Alberto Klemtz, 872 - Portão, Curitiba - PR, 80330-380",,,(41) 3345-9314,https://wa.me/554133459314,veterinária,"portão, curitiba",70,4.9,-25.4621504,-49.3416307
Clínica Veterinária Pegadas,"R. Acre, 359 - Água Verde, Curitiba - PR, 80620-040",,,(41) 3329-4165,https://wa.me/554133294165,veterinária,"portão, curitiba",112,4.9,-25.4621504,-49.3416307
Nina Pet Shop,"R. Augusto de Mari, 3941 - lj 3 - Portão, Curitiba - PR, 80610-180",,,(41) 98428-2801,https://wa.me/5541984282801,veterinária,"portão, curitiba",63,4.8,-25.4621504,-49.3416307
Aviário Sabiá do Portão,"Av. Rep. Argentina, 2809 - Portão, Curitiba - PR, 80610-280",,,(41) 3345-3635,https://wa.me/554133453635,veterinária,"portão, curitiba",170,4.3,-25.4621504,-49.3416307
CLINICA VETERINARIA PLANETA ANIMAL,"R. João Alencar Guimarães, 113 - Santa Quiteria, Curitiba - PR, 80310-420",,,(41) 99686-9201,https://wa.me/5541996869201,veterinária,"portão, curitiba",117,4.9,-25.4621504,-49.3416307
Clínica Veterinária Vita 24 horas,"R. Sainť Hilaire, 778 - Água Verde, Curitiba - PR, 80240-140",veterinariavita.com,https://www.veterinariavita.com,(41) 3528-4686,https://wa.me/554135284686,veterinária,"portão, curitiba",98,4.1,-25.4621504,-49.3416307
Vetmoon - Veterinária Preventiva,"| Dentro do petshop PetSauro - Rua Luiz Parigot de Souza, 221 - Portão, Curitiba - PR, 81070-050",vetmoon.com.br,https://www.vetmoon.com.br,(41) 93618-0763,https://wa.me/5541936180763,veterinária,"portão, curitiba",28,5.0,-25.4530517,-49.3204397
Hiperzoo Portao - Pet Shop,"R. Dr. João Tobias Pinto Rebelo, 380 - Portão, Curitiba - PR, 81070-150",hiperzoo.com.br,https://www.hiperzoo.com.br,(41) 3051-7788,https://wa.me/554130517788,veterinária,"portão, curitiba",624,4.6,-25.4530517,-49.3204397
Consultório Veterinário Caroline Medeiros,"R. Eduardo Carlos Pereira, 2808 - Água Verde, Curitiba - PR, 80610-170",,,(41) 99842-4087,https://wa.me/5541998424087,veterinária,"portão, curitiba",5,5.0,-25.4530517,-49.3204397
Alles Blau Veterinary Clinic,"Rua Guilherme Pugsley, 1206 - Água Verde, Curitiba - PR, 80620-000",hvallesblau.com.br,https://www.hvallesblau.com.br,(41) 3019-4555,https://wa.me/554130194555,veterinária,"portão, curitiba",175,4.6,-25.4530517,-49.3204397
Toca dos Bichos Aviário e Petshop,"R. Itatiaia, 811 - Portão, Curitiba - PR, 81070-100",facebook.com.br,https://www.facebook.com.br,(41) 3039-4546,https://wa.me/554130394546,veterinária,"portão, curitiba",239,4.8,-25.4530517,-49.3204397
Clínica Veterinária CEVEC,"R. Prof. Ulisses Vieira, 1442 - Vila Izabel, Curitiba - PR, 80310-120",instagram.com,https://www.instagram.com,(41) 3039-9413,https://wa.me/554130399413,veterinária,"portão, curitiba",,,-25.4530517,-49.3204397
Veterinária Vets,"R. Cel. Airton Plaisant, 405 - Santa Quiteria, Curitiba - PR, 80310-160",,,(41) 3274-7755,https://wa.me/554132747755,veterinária,"portão, curitiba",300,4.9,-25.4530517,-49.3204397
Petite Gatô Clínica Veterinária 24 horas,"Av. Frederico Lambertucci, 266 - Fazendinha, Curitiba - PR, 81330-000",clinicapetitegato.com,https://www.clinicapetitegato.com,(41) 3095-1098,https://wa.me/554130951098,veterinária,"portão, curitiba",237,4.5,-25.4817855,-49.3613162
Clínica Bicho Amigo,"Av. Pres. Kennedy, 2446 - Rebouças, Curitiba - PR, 80220-200",,,(41) 99874-0424,https://wa.me/5541998740424,veterinária,"portão, curitiba",11,5.0,-25.4663047,-49.3160474
Veterinary Clinic Dog Vet,"Av. Pres. Getúlio Vargas, 4510 - Água Verde, Curitiba - PR, 80240-041",,,(41) 3203-5626,https://wa.me/554132035626,veterinária,"portão, curitiba",233,4.3,-25.4663047,-49.3160474
Miau App,"R. Itatiaia, 411 - Portão, Curitiba - PR, 81070-100",,,(41) 99177-4267,https://wa.me/5541991774267,veterinária,"portão, curitiba",,,-25.4561885,-49.3378084
VETERINARY CLINIC PETCLIN,"R. Maestro Francisco Antonello, 1106 - Fanny, Curitiba - PR, 81030-100",,,(41) 3569-7579,https://wa.me/554135697579,veterinária,"portão, curitiba",342,4.6,-25.4561885,-49.3378084
