name,address,domain,website,phone_number,whatsapp_link,category,location,reviews_count,reviews_average,latitude,longitude,status
Lunic Estética Avançada,"R. Tamoios, 338 - Vila Izabel, Curitiba - PR, 80320-290",lunicestetica.com.br,https://www.lunicestetica.com.br,(41) 99553-1634,https://wa.me/5541995531634,clinica estética,curitiba,119,4.9,-25.4746999,-49.3312072,1
Clinica de Estética Novo Mundo,"Av. Brasília, 6616 - Novo Mundo, Curitiba - PR, 81020-010",instagram.com,https://www.instagram.com,(41) 99907-1568,https://wa.me/5541999071568,clinica estética,curitiba,14,5.0,-25.4746999,-49.3312072,1
Expressive - Agua Verde Clínica de Estética,"Av. Rep. Argentina, 1336 - Vila Izabel, Curitiba - PR, 80620-010",expressive.com.br,https://www.expressive.com.br,(41) 98409-8041,https://wa.me/5541984098041,clinica estética,curitiba,222,4.9,-25.4746999,-49.3312072,1
Joi Clínica de Estética,"Rua Coronel Luiz José dos Santos, 2794 - Boqueirão, Curitiba - PR, 81670-400",joiclinica.com.br,https://www.joiclinica.com.br,(41) 3779-3874,https://wa.me/554137793874,clinica estética,curitiba,103,5.0,-25.4746999,-49.3312072,1
Thaís Kislin Clinica de Estetica e Spa,"Av. Rep. Argentina, 1228 - Água Verde, Curitiba - PR, 80620-010",thaiskislinestetica.com.br,https://www.thaiskislinestetica.com.br,(41) 99235-7088,https://wa.me/5541992357088,clinica estética,curitiba,184,4.8,-25.5013245,-49.2910298,1
Lumiè - Centro de estética,"R. Emanuel Kant, 60 - Capão Raso, Curitiba - PR, 81020-670",,,(41) 98896-2771,https://wa.me/5541988962771,clinica estética,curitiba,15,5.0,-25.4573967,-49.3250233,1
Dra Gabriela Bissoni Estética Avançada,"R. Dr. Francisco Soares, 639 - Novo Mundo, Curitiba - PR, 81030-450",,,(41) 99903-4060,https://wa.me/5541999034060,clinica estética,curitiba,24,5.0,-25.4978555,-49.3145284,1
Lour Clínica de Estética e Criomodelagem - Unidade Água Verde,"Ed. Inspira Business - Av. Rep. Argentina, n.1336 - sala 719 - Água Verde, Curitiba - PR, 80610-260",lourestetica.com.br,https://www.lourestetica.com.br,(41) 99999-2953,https://wa.me/5541999992953,clinica estética,curitiba,26,5.0,-25.4978555,-49.3145284,1
Estética Avançada e Nutrologia em Curitiba - Clinica Bem Estética,"R. Brasílio Itiberê, 3683 - Água Verde, Curitiba - PR, 80240-060",,,(41) 99595-2580,https://wa.me/5541995952580,clinica estética,curitiba,8,5.0,-25.4582208,-49.3252839,1
Lumière Estética Avançada e Bem-Estar,"Rua Antônio Rebelatto, 320 - Xaxim, Curitiba - PR, 81710-120",instagram.com,https://www.instagram.com,(41) 99735-0401,https://wa.me/5541997350401,clinica estética,curitiba,35,4.9,-25.4582208,-49.3252839,1
Clínica Dra. Charllene Dias - Estética Avançada em Curitiba,"Av. Rep. Argentina, 1160 - 12° andar - sala 1207 - Água Verde, Curitiba - PR, 80620-010",dracharllenedias.com.br,https://www.dracharllenedias.com.br,(41) 98714-6923,https://wa.me/5541987146923,clinica estética,curitiba,123,5.0,-25.4952744,-49.3040733,1
Clínica Liah Brandão Estética Avançada,"Edifício Attività - Av. Rep. Argentina, 1228 - Sala 806 - Vila Izabel, Curitiba - PR, 80620-010",,,(41) 99904-3900,https://wa.me/5541999043900,clinica estética,curitiba,48,5.0,-25.4567785,-49.3249845,1
Clínica de Estética Virtuosa - Água Verde - Curitiba,"Av. Água Verde, 670 - loja 02 - Água Verde, Curitiba - PR, 80620-200",linktr.ee,https://www.linktr.ee,(41) 3264-4966,https://wa.me/554132644966,clinica estética,curitiba,93,4.4,-25.4567785,-49.3249845,1
CISNE - Clínica de Estética Nutrição Limpeza de Pele SPA Massagem Gordura Localizada Flacidez,"Av. Rep. Argentina, 1228 - sala 1312 - Vila Izabel, Curitiba - PR, 80620-010",instagram.com,https://www.instagram.com,(41) 99223-8009,https://wa.me/5541992238009,clinica estética,curitiba,26,5.0,-25.4567785,-49.3249845,1
Harmonia Centro de Estética e Bem Estar,"R. Maestro Francisco Antonello, 2624 - 01 - Fanny, Curitiba - PR, 81030-100",,,(41) 98862-0315,https://wa.me/5541988620315,clinica estética,curitiba,5,5.0,-25.4567785,-49.3249845,1
Elysèe Estética & Spa,"Avenida República Argentina, 1228 sala 1411 ed. Attivita - Água Verde, Curitiba - PR, 80620-010",esteticaelysee.com.br,https://www.esteticaelysee.com.br,(41) 99598-5809,https://wa.me/5541995985809,clinica estética,curitiba,114,4.9,-25.4905072,-49.3127401,1
Beauty Space of Aesthetic Clinic,"Av. Sete de Setembro, 4698 - Sala 1302 - Batel, Curitiba - PR, 80240-000",,,(41) 99802-3255,https://wa.me/5541998023255,clinica estética,curitiba,18,4.8,-25.4571572,-49.3251814,1
Nobili’s Clinic Curitiba | Botox e Limpeza de Pele,"R. Prof. João Soares Barcelos, 1275 - Hauer, Curitiba - PR, 81630-060",instagram.com,https://www.instagram.com,(41) 3376-8490,https://wa.me/554133768490,clinica estética,curitiba,67,4.9,-25.4571572,-49.3251814,1
Essencialy estetica avançada,"Rua Antônio Rebelatto, 1196 - Xaxim, Curitiba - PR, 81670-230",instagram.com,https://www.instagram.com,(41) 99932-4345,https://wa.me/5541999324345,clinica estética,curitiba,35,5.0,-25.4847839,-49.2883956,1
Clínica Virtuosa - Curitiba Boqueirão,"R. Antônio Sprada, 61 - Boqueirão, Curitiba - PR, 81650-264",,,(41) 3078-7961,https://wa.me/554130787961,clinica estética,curitiba,115,4.5,-25.4847839,-49.2883956,1
Royal Face Emiliano,"Rua Emiliano Perneta, 209 - Centro, Curitiba - PR, 80010-050",royalface.com.br,https://www.royalface.com.br,(41) 99785-0010,https://wa.me/5541997850010,clinica estética,curitiba,564,4.3,-25.4847839,-49.2883956,1
Dra Gi Javarotti | Biomédica Esteta | Clínica Lumina Skin,"R. Padre Anchieta, 2348 - sala 606 - Bigorrilho, Curitiba - PR, 80730-000",dragijavarotti.com.br,https://www.dragijavarotti.com.br,(41) 98500-6161,https://wa.me/5541985006161,clinica estética,curitiba,159,5.0,-25.434324,-49.3104199,1
Ozonioterapia Integrativa & Estética Regenerativa | Curitiba,"R. Francisco Derosso, 2790 - Subsolo 01 - Xaxim, Curitiba - PR, 81720-000",instagram.com,https://www.instagram.com,(41) 99833-9090,https://wa.me/5541998339090,clinica estética,curitiba,,,-25.4337141,-49.3378986,1
Clínica OURO FACE,"R. Waldemar Kost, 1981 - Sobrado 5 - Hauer, Curitiba - PR, 81630-180",clinicaouroface.com.br,https://www.clinicaouroface.com.br,(41) 99172-3296,https://wa.me/5541991723296,clinica estética,curitiba,32,4.8,-25.5128972,-49.2952851,1
Kori Clinic Estética,"R. Waldemar Kost, 1365 - Hauer, Curitiba - PR, 81630-180",,,(41) 3029-4986,https://wa.me/554130294986,clinica estética,curitiba,38,5.0,-25.4873795,-49.2934056,1
Kio San Aesthetic Clinic,"Av. Pres. Getúlio Vargas, 3671 - Água Verde, Curitiba - PR, 80240-041",,,(41) 3243-9839,https://wa.me/554132439839,clinica estética,curitiba,34,4.8,-25.4873795,-49.2934056,1
AWEN - daiflores clínica de estética Curitiba,"Rua Zeila Moura 101, sala1218 - Cristo Rei l - Cristo Rei, Curitiba - PR, 80050-605",awenestetica.com.br,https://www.awenestetica.com.br,(41) 99615-7354,https://wa.me/5541996157354,clinica estética,curitiba,109,5.0,-25.4536111,-49.3299378,1
Clínica de Estética Lumina Belle,"Av. Rep. Argentina, 452 - sala 103 - Água Verde, Curitiba - PR, 80240-210",instagram.com,https://www.instagram.com,(41) 99519-7466,https://wa.me/5541995197466,clinica estética,curitiba,69,5.0,-25.4348774,-49.2887724,1
Dubi Estética,"Rua 24 de Maio, 1852 - Rebouças, Curitiba - PR, 80220-060",dubiestetica.com,https://www.dubiestetica.com,(41) 98744-2311,https://wa.me/5541987442311,clinica estética,curitiba,160,5.0,-25.4504743,-49.3243107,1
Universo Estética Avançada,"R. Cristiano Strobel, 1420 - Xaxim, Curitiba - PR, 81810-650",instagram.com,https://www.instagram.com,(41) 98878-0461,https://wa.me/5541988780461,clinica estética,curitiba,44,5.0,-25.4525082,-49.3031041,1
"Emporium da Beleza Batel, Clínica de Rejuvenescimento, Ultrassom Microfocado, Emagrecimento, Depilação a Laser, Lavieen","Av. Sete de Setembro, 6535 - Seminário, Curitiba - PR, 80240-001",emporiumdabeleza.com.br,https://www.emporiumdabeleza.com.br,(41) 99233-0733,https://wa.me/5541992330733,clinica estética,curitiba,163,4.3,-25.5070304,-49.2909762,1
Clini Beauty Estética Integrada,"903, Ed. Universe Life Square Rua Visconde do Rio Branco nº 1488 - Centro, Curitiba - PR, 80420-210",clinibeauty.com.br,https://www.clinibeauty.com.br,(41) 99233-7583,https://wa.me/5541992337583,clinica estética,curitiba,29,4.8,-25.4507344,-49.336417,1
Espaço Vip Nutrição e Estética,"R. Itatiaia, 411 - Portão, Curitiba - PR, 81070-100",espacovipestetica.com.br,https://www.espacovipestetica.com.br,(41) 98752-8596,https://wa.me/5541987528596,clinica estética,curitiba,103,4.9,-25.4347269,-49.3147561,1
Clinic La Vie - Saúde Integrativa e Estética Avançada,"Travessa Ney Azevedo, 38 - Novo Mundo, Curitiba - PR, 81050-220",,,(41) 99926-5718,https://wa.me/5541999265718,clinica estética,curitiba,13,5.0,-25.4780994,-49.3324186,1
Fabiane Cordeiro Estética,"Av. Rep. Argentina, 1228 - Sala 405 - 4º andar - Vila Izabel, Curitiba - PR, 80620-010",fabianecordeiro.com.br,https://www.fabianecordeiro.com.br,(41) 99716-4659,https://wa.me/5541997164659,clinica estética,curitiba,42,4.8,-25.4780994,-49.3324186,1
Clínica La Lis - Estética,"R. Alcebíades Plaisant, 45 - Água Verde, Curitiba - PR, 80620-270",instagram.com,https://www.instagram.com,(41) 99842-5519,https://wa.me/5541998425519,clinica estética,curitiba,49,4.9,-25.4780994,-49.3324186,1
Clínica Walt Estética | Harmonização Facial | Preenchimento | Bioestimulador de Colágeno | Água Verde - Curitiba,"Av. Rep. Argentina, 1228 - Sala 606 - Água Verde, Curitiba - PR, 80620-010",,,(41) 99518-2070,https://wa.me/5541995182070,clinica estética,curitiba,202,5.0,-25.4780994,-49.3324186,1
Angioforma | Clínica de estética em Curitiba,"R. Padre Anchieta, 1846 - Bigorrilho, Curitiba - PR, 80730-000",exline.com.br,https://www.exline.com.br,(41) 3018-7843,https://wa.me/554130187843,clinica estética,curitiba,67,5.0,-25.4780994,-49.3324186,1
SALLEZZA - CLÍNICA ESTÉTICA CURITIBA,"R. Vital Brasil, 938 - Portão, Curitiba - PR, 80320-120",instagram.com,https://www.instagram.com,(41) 3408-7371,https://wa.me/554134087371,clinica estética,curitiba,21,5.0,-25.4623369,-49.3363247,1
"Allure Estética, Medicina e Bem Estar","edifício Curitibano Offices - Av. Rep. Argentina, 665 - Sala 107, 1 andar - Água Verde, Curitiba - PR, 80240-210",clinicaallureestetica.com.br,https://www.clinicaallureestetica.com.br,(41) 99225-6161,https://wa.me/5541992256161,clinica estética,curitiba,528,4.8,-25.4623369,-49.3363247,1
Clínica de Estética Conte Batel | Curitiba | Conte,"Clínica QPele - R. Lamenha Lins, 266 - Sala 32/33 - Batel, Curitiba - PR, 80250-020",dracristinasantos.com.br,https://www.dracristinasantos.com.br,(41) 98736-5786,https://wa.me/5541987365786,clinica estética,curitiba,12,5.0,-25.4623369,-49.3363247,1
Centro Estético - Priscila Lima,"R. Prof. Assis Gonçalves, 111 - Água Verde - Portão, Curitiba - PR, 80620-250",instagram.com,https://www.instagram.com,(41) 99526-0415,https://wa.me/5541995260415,clinica estética,curitiba,272,5.0,-25.4391096,-49.3123404,1
Estética Curitiba,"R. Dr. Generoso Borges, 392 - Sala Orgânica - Batel, Curitiba - PR, 80730-360",esteticaorganica.com.br,https://www.esteticaorganica.com.br,(41) 99871-0111,https://wa.me/5541998710111,clinica estética,curitiba,51,4.4,-25.4391096,-49.3123404,1
Anne Guimarães - Centro de Estética e Saúde,"Av. Rep. Argentina, 1505 - Sala 1407 - Água Verde, Curitiba - PR, 80620-010",instagram.com,https://www.instagram.com,(41) 99722-9528,https://wa.me/5541997229528,clinica estética,curitiba,61,5.0,-25.439564,-49.3312907,1
Ad Clinic - Xaxim,"Av. Mal. Floriano Peixoto, 8273 - Boqueirão, Curitiba - PR, 81650-000",antigo.adclinic.com.br,https://www.antigo.adclinic.com.br,(41) 3016-2776,https://wa.me/554130162776,clinica estética,curitiba,488,4.3,-25.439564,-49.3312907,1
ES Spazio Clínica Estética,"R. Prof. Brasílio Ovídio da Costa, 15 - loja 8 térreo - Portão, Curitiba - PR, 80320-100",,,(41) 99606-6515,https://wa.me/5541996066515,clinica estética,curitiba,10,5.0,-25.4991327,-49.2744443,1
Ana Assis - Estética Avançada,"Rua Humberto Ciccarino, 380 - Boqueirão, Curitiba - PR, 81670-210",draanaassis.com.br,https://www.draanaassis.com.br,(41) 98851-5130,https://wa.me/5541988515130,clinica estética,curitiba,23,5.0,-25.4630417,-49.3273349,1
Amanda Vilani Estética,"R. João Bettega, 101 - 2° andar, sala 29 - Portão, Curitiba - PR, 81070-000",linktr.ee,https://www.linktr.ee,(41) 99956-1790,https://wa.me/5541999561790,clinica estética,curitiba,20,4.8,-25.4952872,-49.2956504,1
Facial e Corporal,"R. Francisco Derosso, 0 - Xaxim, Curitiba - PR, 81710-000",esteticaa.com.br,https://www.esteticaa.com.br,,,clinica estética,curitiba,7,4.4,-25.474511,-49.3313163,1
Ana Maria Estética Avançada,"Av. Rep. Argentina, 2510 - sala 18 - Portão, Curitiba - PR, 80610-260",,,(41) 99986-8759,https://wa.me/5541999868759,clinica estética,curitiba,114,5.0,-25.496386,-49.3103028,1
GIO Portão - Clínica de Estética e Depilação a Laser,"Av. Rep. Argentina, 2275 - Loja 02 - Portão, Curitiba - PR, 80610-260",gioportao.com.br,https://www.gioportao.com.br,(41) 3209-5585,https://wa.me/554132095585,clinica estética,curitiba,99,4.7,-25.467736,-49.3300351,1
Clinica New York,"R. Jerônimo Durski, 1418 - Bigorrilho, Curitiba - PR, 80730-290",,,(41) 99626-2984,https://wa.me/5541996262984,clinica estética,curitiba,105,4.8,-25.467736,-49.3300351,1
Santorini Medicina e Estética,"R. Euclides da Cunha, 610 - Bigorrilho, Curitiba - PR, 80730-360",instagram.com,https://www.instagram.com,(41) 98735-2765,https://wa.me/5541987352765,clinica estética,curitiba,78,4.6,-25.4364199,-49.3406804,1
CLÍNICA DE ESTÉTICA - MY HARMONY,"Av. Brasília, 6413 Sobreloja - Sala 2 - Novo Mundo, Curitiba - PR, 81020-010",myharmony.com.br,https://www.myharmony.com.br,(41) 99655-0531,https://wa.me/5541996550531,clinica estética,curitiba,31,5.0,-25.4364199,-49.3406804,1
Essenza Clin | Clínica de Estética Avançada,"R. Me. Maria dos Anjos, 1570 - sobre loja - Água Verde, Curitiba - PR, 80250-090",linktr.ee,https://www.linktr.ee,(41) 99727-4828,https://wa.me/5541997274828,clinica estética,curitiba,8,5.0,-25.4943013,-49.3166581,1
Estética Los Angeles,"Av. Sete de Setembro, 6490 - Seminário, Curitiba - PR, 80240-001",esteticalosangeles.com.br,https://www.esteticalosangeles.com.br,(41) 3026-6164,https://wa.me/554130266164,clinica estética,curitiba,16,4.3,-25.4533679,-49.3111074,1
UP BEAUTY ADVANCED,"R. Itatiaia, 690 - Portão, Curitiba - PR, 81070-100",upesteticaavancada.com.br,https://www.upesteticaavancada.com.br,(41) 3154-2434,https://wa.me/554131542434,clinica estética,curitiba,9,5.0,-25.4501014,-49.3360855,1
Clínica Ane Bello - Estética Avançada,"R. Padre Anchieta, 1958 - Bigorrilho, Curitiba - PR, 80730-001",anebello.com.br,https://www.anebello.com.br,(41) 99154-1520,https://wa.me/5541991541520,clinica estética,curitiba,65,4.9,-25.4501014,-49.3360855,1
Carol Machado - Estética & Saúde,"R. Cristiano Strobel, 890 - Xaxim, Curitiba - PR, 81720-140",carolmachadoestetica.com.br,https://www.carolmachadoestetica.com.br,(41) 99812-3300,https://wa.me/5541998123300,clinica estética,curitiba,67,5.0,-25.4501014,-49.3360855,1
Clínica Amanda Gobi - Biomedicina e Estética,"Av. Rep. Argentina, 1505 - Sala 1108 - Água Verde, Curitiba - PR, 80620-010",clinicaamandagobi.com.br,https://www.clinicaamandagobi.com.br,(41) 99612-4142,https://wa.me/5541996124142,clinica estética,curitiba,36,4.9,-25.5027278,-49.2930247,1
Rennova Clin - Clínica de Estética Avançada,"Rua Antônio de Oliveira Santos, 24 - Cidade Industrial de Curitiba, Curitiba - PR, 81315-690",rennovaclin.com.br,https://www.rennovaclin.com.br,(41) 99668-7517,https://wa.me/5541996687517,clinica estética,curitiba,48,5.0,-25.4596328,-49.3250355,1
Clínica de Estética Avançada Heloise Antunes,"R. Alfredo José Pinto, 1850 - sala 15 - Fazendinha, Curitiba - PR, 81320-180",instagram.com,https://www.instagram.com,(41) 3249-2724,https://wa.me/554132492724,clinica estética,curitiba,38,4.5,-25.5088309,-49.3613779,1
Finasville,"R. Barão de Santo Ângelo, 251 - Xaxim, Curitiba - PR, 81810-140",finasville.com.br,https://www.finasville.com.br,(41) 98749-5887,https://wa.me/5541987495887,clinica estética,curitiba,94,4.8,-25.4765634,-49.3625404,1
"Clinica Estética Face Doctor Água Verde | Ultraformer III, Sculptra, Radiesse, Preenchimento","R. Brg. Franco, 3746 - Loja 3 - Água Verde, Curitiba - PR, 80250-042",instagram.com,https://www.instagram.com,(41) 99785-2727,https://wa.me/5541997852727,clinica estética,curitiba,115,4.9,-25.5088202,-49.3183964,1
Estética Senciê - Centro Curitiba | Limpeza de pele | Depilação a laser | Botox,"R. Visc. do Rio Branco, 1358 - Sala 305 - Centro, Curitiba - PR, 80420-210",esteticasencie.com.br,https://www.esteticasencie.com.br,(41) 98745-4997,https://wa.me/5541987454997,clinica estética,curitiba,29,5.0,-25.4526438,-49.3077131,1
Nubelle Curitiba Rebouças - Belle Estética Avançada,"R. Des. Westphalen, 2109 - Sala 02 - Rebouças, Curitiba - PR, 80220-030",nubellecuritibareboucas.net.br,https://www.nubellecuritibareboucas.net.br,(41) 99268-3860,https://wa.me/5541992683860,clinica estética,curitiba,695,5.0,-25.4526438,-49.3077131,1
Clínica Bruna Almeida Estética Avançada,"Av. Rep. Argentina, 369 - sala 803 - Água Verde, Curitiba - PR, 80240-210",linktr.ee,https://www.linktr.ee,(41) 3524-5622,https://wa.me/554135245622,clinica estética,curitiba,30,5.0,-25.4526438,-49.3077131,1
Dri Corpus - Emagrecimento e Estética - Boqueirão,"Rua Desembargador Antonio de Paula, 2577 - Boqueirão, Curitiba - PR, 81750-450",clinicadricorpus.com.br,https://www.clinicadricorpus.com.br,(41) 3092-2810,https://wa.me/554130922810,clinica estética,curitiba,,,-25.4526438,-49.3077131,1
Clínica Prevenir La Estética & Spa,"Av. Anita Garibaldi, 961 - Conjunto 6 - Cabral, Curitiba - PR, 80540-180",,,(41) 3040-0800,https://wa.me/554130400800,clinica estética,curitiba,15,4.7,-25.4526438,-49.3077131,1
Beatrix Bruinjé | Estética Facial,"Avenida República Argentina,1228 Edifício Ativitá - Conjuntos 2.401 - Vila Izabel, Curitiba - PR, 80620-010",,,(41) 99854-9404,https://wa.me/5541998549404,clinica estética,curitiba,41,5.0,-25.4035333,-49.2947105,1
Gaia - Clínica de Estética,"Av. Mal. Floriano Peixoto, 9279 - Loja 03 - Boqueirão, Curitiba - PR, 81730-000",instagram.com,https://www.instagram.com,(41) 99629-2323,https://wa.me/5541996292323,clinica estética,curitiba,11,5.0,-25.5072305,-49.2704473,1
Letícia Dissenha | Clínica de Estética em Curitiba,"Av. Manoel Ribas, 5774 - Santa Felicidade, Curitiba - PR, 82400-000",clinicaesteticacuritiba.com.br,https://www.clinicaesteticacuritiba.com.br,(41) 99760-0091,https://wa.me/5541997600091,clinica estética,curitiba,42,4.9,-25.4049107,-49.3629116,1
Estética Corpore | Clínica de estética,"R. Padre Anchieta, 2348 - sala.401 - Bigorrilho, Curitiba - PR, 80730-000",esteticacorpore.com.br,https://www.esteticacorpore.com.br,(41) 99789-0068,https://wa.me/5541997890068,clinica estética,curitiba,454,4.8,-25.4049107,-49.3629116,1
Vanessa Moura Estética Avançada em Curitiba,"R. Mal. Rondon, 140 - Capão Raso, Curitiba - PR, 81130-170",instagram.com,https://www.instagram.com,(41) 99737-8567,https://wa.me/5541997378567,clinica estética,curitiba,54,5.0,-25.4630417,-49.3273349,1
"Clínica Esthé - Botox, Estética & Emagrecimento","Rua Desembargador Isaías Bevilaqua, 453 - Mercês, Curitiba - PR, 80430-040",instagram.com,https://www.instagram.com,(41) 98708-0909,https://wa.me/5541987080909,clinica estética,curitiba,97,5.0,-25.4541871,-49.3169562,1
Clínica de Estética Avançada - BellaVitta | Rejuvenescimento Facial,"R. Hipólito da Costa, 817 - Boqueirão, Curitiba - PR, 81650-280",instagram.com,https://www.instagram.com,(41) 99990-0655,https://wa.me/5541999900655,clinica estética,curitiba,66,4.8,-25.4665768,-49.327995,1
"Dra. Beatriz Iung - Clínica de Estética, beleza e bem-estar Curitiba.","R. Antônio Olívio Rodrigues, 346 - Cristo Rei, Curitiba - PR, 82800-260",bit.ly,https://www.bit.ly,(41) 99917-4927,https://wa.me/5541999174927,clinica estética,curitiba,49,5.0,-25.4896597,-49.2774313,1
"ESTÉTICA CLUBE JARDIM DAS AMÉRICAS - Clínica especializada em Botox, Preenchimento, Ultraformer, Depilação a Led","R. Cap. Leônidas Marques, 154 - Jardim das Américas, Curitiba - PR, 81540-470",esteticaclube.online,https://www.esteticaclube.online,(41) 98728-9728,https://wa.me/5541987289728,clinica estética,curitiba,86,4.8,-25.4385044,-49.2683984,1
Clínica Senz,"R. Nicarágua, 847 - Sala 305 - Bacacheri, Curitiba - PR, 82510-170",clinicasenz.com.br,https://www.clinicasenz.com.br,(41) 98883-2332,https://wa.me/5541988832332,clinica estética,curitiba,89,4.7,-25.4385044,-49.2683984,1
Estética Danielle Bocchi | Curitiba,"Av. Cândido de Abreu, 140 - Sala 706 - Centro Cívico, Curitiba - PR, 80530-000",,,(41) 99758-1018,https://wa.me/5541997581018,clinica estética,curitiba,452,5.0,-25.4336787,-49.3157957,1
MR Clínica de Estética Avançada,"Rua Dr. Pedro Darcy de Souza, 165 - Sítio Cercado, Curitiba - PR, 81920-280",instagram.com,https://www.instagram.com,(41) 98878-3667,https://wa.me/5541988783667,clinica estética,curitiba,41,5.0,-25.5435611,-49.2950906,1
Royal Skin Biomedicina e Estética,"R. Brg. Franco, 1069 - Mercês, Curitiba - PR, 80430-210",royalskin.com.br,https://www.royalskin.com.br,(41) 98506-3361,https://wa.me/5541985063361,clinica estética,curitiba,34,4.5,-25.4312471,-49.3192977,1
Labelleestética Estética avançada e Nutrição,"Av. Mal. Floriano Peixoto, 9818 - sala 3 - Boqueirão, Curitiba - PR, 81730-000",instagram.com,https://www.instagram.com,(41) 99680-0219,https://wa.me/5541996800219,clinica estética,curitiba,,,-25.4312471,-49.3192977,1
Clínica Volghan Estética Avançada,"R. Barão do Rio Branco, 63 - Centro, Curitiba - PR, 80010-180",,,(41) 98503-2370,https://wa.me/5541985032370,clinica estética,curitiba,149,4.9,-25.4307268,-49.3048495,1
"Clínica Olavita/ harmonização facial, corporal e íntima.","R. Vítor Konder, 352 - Piso superior - Centro, Florianópolis - SC, 88015-400",olavita.com.br,https://www.olavita.com.br,(48) 3206-7284,https://wa.me/554832067284,clinica estética,florianopolis,184,4.9,-27.5474234,-48.6652733,1
Naturale Clínica Estética,"Edifício Comercial Osni Regis - R. Belmira Isabel Martins, 62 - sala 212 - Estreito, Florianópolis - SC, 88075-145",,,,,clinica estética,florianopolis,93,4.5,-27.5875367,-48.8319886,1
Perfeccionare Estética Personalizada,"Av. Mauro Ramos, 1512 - bloco 01 sala 1105 - Centro, Florianópolis - SC, 88020-302",perfeccionareclinica.com.br,https://www.perfeccionareclinica.com.br,(48) 99991-5629,https://wa.me/5548999915629,clinica estética,florianopolis,1327,4.9,-27.5875367,-48.8319886,1
Clínica de Estética Florianópolis,"RUA: DOM JAIME CÂMARA, 50 - Centro, Florianópolis - SC, 88015-120",esteticavirtuosa.com.br,https://www.esteticavirtuosa.com.br,(48) 3091-1777,https://wa.me/554830911777,clinica estética,florianopolis,423,4.6,-27.5875367,-48.8319886,1
Conceito Estética Avançada,"Rodovia Dr. Antônio Luiz Moura Gonzaga, 3339 - bloco b sala 205 - Rio Tavares, Florianópolis - SC, 88048-300",conceitoclinica.com.br,https://www.conceitoclinica.com.br,(48) 99106-3680,https://wa.me/5548991063680,clinica estética,florianopolis,90,4.9,-27.5875367,-48.8319886,1
